,Blocking_patent,Blocking_action,Blocked_app
2069,6020878,103a,12833333
2070,5752163,103a,11771684
2071,5752163,103a,11771684
2072,5752163,103a,13358619
2073,5752163,103a,13358619
2074,5752163,112,13358619
2075,7689228,119,12494333
2076,6850285,103a,12120974
2077,6049192,103a,12366623
2078,6232970,103a,11850964
2079,6232970,103a,12347640
2080,6232970,103a,11850964
2081,6232970,103a,13430988
2082,7031373,103a,11893893
2083,8004555,103a,13101610
2084,8004555,102e,13058193
2085,8004555,103,13058193
2086,8004555,103a,13058193
2087,8004555,103a,13058193
2088,6493629,103a,11317406
2089,6572830,102b,12516263
2090,6572830,103a,11878774
2091,6572830,103a,11793428
2092,6572830,103a,11793428
2093,6572830,102b,11297106
2094,6572830,103a,11878774
2095,6572830,103a,11793428
2096,6572830,103a,11793428
2097,6572830,103a,12703209
2098,6572830,102b,11297106
2099,6249894,103a,12034125
2100,6249894,103a,11495084
2101,6249894,103a,11495084
2102,6249894,103a,11495084
2103,6249894,103a,11495084
2104,6249894,103a,12034125
2105,6249894,103a,12034125
2106,6249894,102b,11495084
2107,6249894,103a,11495084
2108,6249894,103a,11495084
2109,6249894,103a,11495084
2110,6249894,103a,11495084
2111,6249894,103a,11495084
2112,6249894,103a,11495084
2113,6249894,103a,11495084
2114,7570916,112,12376726
2115,7570916,103a,12110012
2116,7239898,102e,12335511
2117,6686931,103a,11674026
2118,6686931,102,11942972
2119,6686931,103a,11942972
2120,6686931,102b,11942972
2121,6686931,103a,11942972
2122,6686931,103a,11942972
2123,6686931,102b,11942972
2124,6686931,103a,11942972
2125,6686931,103a,11942972
2126,6686931,103a,11942972
2127,6160489,103a,10899617
2128,6160489,103a,10899617
2129,6160489,103a,12855740
2130,5966667,103a,11967512
2131,5966667,103a,11967512
2132,5854972,103a,12207326
2133,5854972,103a,12207326
2134,5854972,103a,12207326
2135,5854972,103a,12207326
2136,5854972,103a,12207326
2137,5854972,103a,12207326
2138,5854972,103a,12207326
2139,5854972,103a,12207326
2140,5854972,103a,12207326
2141,5854972,103a,12207326
2142,5854972,103a,12207326
2143,5854972,103a,12207326
2144,5854972,103a,12207326
2145,5854972,103a,12207326
2146,5854972,103a,12207326
2147,5854972,103a,12207326
2148,5854972,103a,12207326
2149,5854972,103a,12207326
2150,6304765,103a,11941046
2151,6529520,103a,12060824
2152,6529520,103a,12060824
2153,5982411,103a,11984692
2154,6298233,103a,12915192
2155,6298233,103a,12915192
2156,6298233,103a,12915192
2157,6298233,103a,13220083
2158,6012063,103a,13234883
2159,6012063,103a,13234883
2160,7221945,119a,11829624
2161,7221945,103a,13359960
2162,7221945,102e,13400507
2163,6584325,103a,11846106
2164,6584325,103a,11846106
2165,6346911,103a,12473403
2166,6346911,103a,12562099
2167,6346911,103a,11261215
2168,6086395,103a,12838397
2169,6086395,103a,12838397
2170,6086395,103,12838397
2171,6086395,103,12838397
2172,6086395,103,13549286
2173,6086395,103,13549286
2174,6086395,103a,13549286
2175,7130359,103a,12949461
2176,7130359,103a,11434379
2177,7130359,103a,11434379
2178,7130359,103a,11434379
2179,7130359,103a,12079106
2180,7130359,112,11773211
2181,7130359,103a,12079106
2182,5797103,103a,12472521
2183,7818792,103a,10449202
2184,7818792,103a,12046579
2185,7818792,103a,12046579
2186,7876199,102,11786680
2187,7876199,103a,11786680
2188,8050686,102,12688824
2189,8050686,103a,12688806
2190,8050686,103a,12732811
2191,8050686,112,12688805
2192,8050686,103a,12732811
2193,8050686,103a,12732811
2194,5929806,103a,12393734
2195,5768319,103,11612426
2196,7539490,103a,11465172
2197,7539490,103a,11465172
2198,7539490,103a,11465172
2199,6588015,102,12591907
2200,6588015,103a,12484777
2201,6588015,103a,09766133
2202,6588015,102b,12805433
2203,6588015,103a,13560485
2204,6588015,103a,12894735
2205,7590092,103a,12700567
2206,7590092,103a,12700567
2207,7801066,103a,12127387
2208,6989235,103a,13103497
2209,6989235,119,13103497
2210,7668141,103a,12704906
2211,7668141,103a,12704906
2212,7668141,103a,12704906
2213,6850503,102a,11915457
2214,6850503,103a,12747971
2215,6850503,103a,12747971
2216,6850503,103a,12747971
2217,6850503,103a,12747971
2218,6850503,103a,12747971
2219,6850503,103a,12747971
2220,6850503,103a,12747971
2221,6850503,103a,12747971
2222,6850503,103a,12747971
2223,6496794,103a,12034199
2224,6496794,103a,12034199
2225,6097953,103a,12687673
2226,6097953,103a,11962380
2227,7792670,119a,12838913
2228,7181257,103a,11456504
2229,7181257,103a,11456504
2230,7181257,103a,11456504
2231,7181257,103a,11456504
2232,5744258,102b,12513870
2233,5744258,103a,12513870
2234,5744258,103a,12513870
2235,5744258,102,12513870
2236,5744258,103,12513870
2237,5744258,102b,12513870
2238,5744258,102b,12513870
2239,5744258,103a,12513870
2240,6574610,103a,11967378
2241,6574610,103a,11967378
2242,6574610,103a,11967378
2243,6504494,103a,10611950
2244,8290486,103a,13167582
2245,6978124,103a,12938119
2246,5822699,103a,12079106
2247,7057607,103a,12147463
2248,7057607,103a,12147463
2249,7057607,103a,12147463
2250,7057607,103a,12147463
2251,6850040,102e,11816040
2252,6819256,102b,12327315
2253,5774827,102b,13561327
2254,5774827,103a,13561327
2255,5774827,103a,13046474
2256,5774827,103a,13046474
2257,5774827,103a,13046474
2258,7027840,103a,13560863
2259,7327704,102a,12493817
2260,6326770,103a,12817028
2261,6326770,103a,12817028
2262,7048897,103a,12347541
2263,7048897,103a,13107213
2264,5688293,103a,11368057
2265,5688293,103a,11368057
2266,5688293,103a,11368057
2267,5688293,103a,11368057
2268,5688293,103a,11368057
2269,5688293,103a,11368057
2270,6313732,103a,11860024
2271,6487180,103a,12699836
2272,6487180,103a,12699842
2273,6487180,103a,12699842
2274,5723229,103a,11177577
2275,5723229,103a,11177577
2276,5723229,103a,11177577
2277,6208637,103a,12543291
2278,6978474,103a,12486657
2279,8108830,119,12910123
2280,5768527,103a,11969219
2281,5768527,103a,10277604
2282,5768527,103a,11969219
2283,5768527,103a,11969219
2284,7177819,103a,11960892
2285,7177819,103a,12039544
2286,7778307,103a,12031153
2287,7778307,103a,12031153
2288,7778307,103a,12031153
2289,7778307,103a,12031153
2290,7778307,103a,11877139
2291,7778307,103a,11877139
2292,6859503,103a,11082286
2293,6859503,103a,11082286
2294,6859503,103a,12363455
2295,6859503,102b,12679954
2296,6970127,103a,12841877
2297,6970127,112,12929408
2298,6970127,119a,10552442
2299,6970127,103a,10552442
2300,6970127,103a,10552442
2301,6970127,103a,10552442
2302,6970127,103a,12841877
2303,6970127,103a,10328789
2304,6970127,103a,12841877
2305,6970127,103a,12841877
2306,6970127,103a,13417367
2307,7548747,103a,11545278
2308,7548747,103a,11545278
2309,7548747,103a,11545278
2310,7548747,103a,11545278
2311,7548747,103a,11545278
2312,7548747,103a,11545278
2313,6983370,103a,12195342
2314,6983370,101,12195332
2315,6983370,103a,12195342
2316,6983370,103a,12195332
2317,6529144,103a,10593818
2318,6529144,103a,11492905
2319,6529144,103a,11492905
2320,6529144,103a,11492905
2321,6529144,103a,11492905
2322,6529144,103a,11492905
2323,6529144,103a,11492905
2324,6529144,103a,12225835
2325,6529144,103a,12946073
2326,5710766,103a,12179820
2327,5710766,103a,12179820
2328,5710766,103a,12179820
2329,5710766,103a,12179820
2330,6873614,103a,11454762
2331,6217623,103a,13348080
2332,6217623,103a,13348080
2333,6217623,103a,13348080
2334,7218943,103a,12170295
2335,7242956,103a,12539285
2336,5826188,119a,11770063
2337,5826188,103a,11770063
2338,5826188,103a,11770063
2339,5826188,103a,11579498
2340,5826188,103a,12567467
2341,5826188,103a,12567467
2342,5826188,103a,12567467
2343,5826188,103a,12567467
2344,5826188,103a,12729202
2345,5826188,119,11770063
2346,5826188,103a,12729202
2347,5896575,103a,10531667
2348,5896575,103a,11925767
2349,5896575,103a,12132196
2350,7242932,103a,12376414
2351,7242932,103a,10780146
2352,7242932,103a,10780146
2353,6369753,103a,13018818
2354,6570922,102e,11616681
2355,6570922,103a,11616681
2356,6570922,103a,12266268
2357,6570922,103a,12266268
2358,6570922,103a,12266268
2359,6570922,103a,12266268
2360,6570922,103a,12266268
2361,6570922,103a,12266268
2362,6570922,103a,12266268
2363,6570922,103a,12266268
2364,6570922,103a,12266268
2365,6570922,103a,12266268
2366,6570922,103a,12266268
2367,6570922,103a,12266268
2368,6570922,103a,12266268
2369,6570922,103a,12266268
2370,6570922,103a,12266268
2371,6570922,103a,12266268
2372,6570922,103a,12266268
2373,6570922,103a,12266268
2374,6570922,103a,12266268
2375,6570922,103a,12266268
2376,7450975,103,10594566
2377,6157669,103a,11953158
2378,6157669,103a,11953158
2379,6990081,103a,10157688
2380,6690723,103a,10815335
2381,6690723,103a,10815335
2382,6690723,103a,10815335
2383,6690723,103a,10815335
2384,6690723,103a,10815335
2385,6690723,103a,10815335
2386,7281066,102b,12054988
2387,7281066,102,12054988
2388,7310379,103a,12032454
2389,7310379,103a,12032454
2390,7310379,101,12166883
2391,7310379,103a,12032454
2392,7310379,103a,12032454
2393,7831267,103a,13019327
2394,8312142,103a,13427553
2395,7095707,103a,11917719
2396,7088988,102e,13200487
2397,7088988,103a,12705075
2398,7925293,119a,13036793
2399,7251820,102e,12431891
2400,7251820,103a,12431891
2401,7251820,103a,12431891
2402,6660423,103a,12090624
2403,6660423,103a,12090624
2404,6660423,103a,12090624
2405,6660423,103a,12090624
2406,6660423,103a,12090624
2407,6660423,102b,12090624
2408,6660423,103a,12090624
2409,6660423,103a,12090624
2410,6660423,103a,12090624
2411,6660423,103a,12090624
2412,6660423,103a,12090624
2413,7693110,119a,12723383
2414,6934568,103a,11922920
2415,6980816,103a,12121571
2416,7706443,103a,12135430
2417,6980596,103a,11967227
2418,6980596,103a,11967227
2419,6980596,102e,12801289
2420,7702289,103a,11944624
2421,7702289,103a,13336263
2422,7702289,103a,13336263
2423,5982445,102b,12347722
2424,5982445,119,12360358
2425,5982445,102e,13419380
2426,5982445,103a,13443787
2427,5982445,102,13419380
2428,5982445,103a,13193233
2429,6757548,103a,11637746
2430,6757548,103a,11637746
2431,7603092,102b,12127489
2432,7551931,103a,11621442
2433,7551931,119,11419640
2434,6636751,103a,12649164
2435,6606359,103a,10977000
2436,6996779,101,12462293
2437,6665549,103a,11232912
2438,6665549,103a,11232912
2439,6665549,103a,11232912
2440,6665549,103a,11232912
2441,6665549,103a,11232912
2442,6069886,103a,11207467
2443,6069886,103a,11207467
2444,6069886,103a,11207467
2445,6069886,103a,11207467
2446,7974536,103a,12935622
2447,5949795,103a,12712364
2448,7529379,103a,12067305
2449,7529379,103a,12067305
2450,7529379,103a,12067305
2451,7342939,102e,11858860
2452,5974184,103a,13019090
2453,6078793,103a,11860819
2454,6701160,103a,11357164
2455,6701160,103a,11357164
2456,6563868,103a,11871224
2457,6563868,103a,11871224
2458,6563868,103a,12062550
2459,6563868,103a,12062550
2460,6563868,103a,11871189
2461,6563868,103a,11871189
2462,6563868,103a,11871174
2463,6563868,103a,11871208
2464,6563868,c 103a,11871208
2465,6563868,102b,11871208
2466,6563868,103a,11871208
2467,6563868,103a,11777337
2468,6563868,103a,11777337
2469,6563868,103a,11777337
2470,6563868,103a,11777337
2471,6563868,103a,11871180
2472,7853857,120,12952305
2473,7853857,119,13310817
2474,7853857,120,13310817
2475,6308079,103a,12699205
2476,6308079,103a,12699205
2477,6259744,103a,12196385
2478,6259744,102b,11843100
2479,6259744,103a,11843100
2480,6259744,103a,11843100
2481,6259744,103a,11843100
2482,6259744,103a,12196385
2483,6259744,103a,12196385
2484,6952574,102b,12915215
2485,6956893,103a,12707507
2486,6956893,103a,12707507
2487,6956893,103a,12707507
2488,6724825,103a,12474352
2489,6724825,103a,12474352
2490,6724825,103a,11444452
2491,6724825,103a,11444452
2492,5952942,103a,12938385
2493,5952942,103a,13541584
2494,6091962,103a,12056905
2495,7243366,103a,10533583
2496,7243366,103a,10533583
2497,6308294,103a,11661006
2498,6308294,103a,11851147
2499,6308294,103a,11851147
2500,7380022,103a,11262611
2501,6904023,103a,10980044
2502,6904023,103a,10980044
2503,6904023,103a,10980044
2504,6904023,103a,10980044
2505,6904023,103a,10980044
2506,6385179,103a,11986919
2507,6385179,103a,11986919
2508,6385179,103a,11986919
2509,6385179,103a,11986919
2510,6385179,103,11490009
2511,6385179,103a,11490009
2512,6670897,103a,12346265
2513,6670897,103a,12346265
2514,6670897,103a,12346265
2515,6670897,102b,11888272
2516,6670897,102b,11888272
2517,7983143,119a,13052777
2518,6810525,103a,11960496
2519,6810525,103a,11960496
2520,6810525,103a,11960496
2521,6810525,103a,11960496
2522,6801159,103a,12451634
2523,6801159,103a,12451634
2524,6801159,102b,12558862
2525,6801159,103a,12558862
2526,6801159,103a,12939663
2527,7212111,102e,12162714
2528,7212111,103a,12162714
2529,7212111,103a,12162714
2530,7212111,103a,12162714
2531,7212111,103a,12162714
2532,7212111,103a,12162714
2533,7212111,103a,12162714
2534,8175530,103a,13054679
2535,7920795,119,12138977
2536,7746836,102e,12211607
2537,7746836,103a,12211607
2538,7746836,103a,12211607
2539,7746836,103a,12426429
2540,7746836,102e,12426429
2541,7746836,103a,12426429
2542,7746836,103a,12426429
2543,6882971,103a,11735674
2544,6807529,103a,10870517
2545,6807529,103a,11734445
2546,6807529,103a,11130203
2547,6807529,103a,11130203
2548,5940799,103a,12101482
2549,5940799,103a,13227219
2550,5940799,103a,13227219
2551,8090342,102,13503717
2552,8090342,103,13503717
2553,8090342,103,13503717
2554,8090342,103,13503717
2555,8090342,103,13503717
2556,6757544,103a,13341572
2557,6757544,102e,13341572
2558,7551372,102,12630009
2559,7302468,103a,11892137
2560,6735435,103a,11279836
2561,7006616,103a,11946574
2562,7006616,103a,11831892
2563,7006616,102b,11864146
2564,7006616,103a,12540227
2565,7006616,102b,12029439
2566,7006616,103,12029439
2567,7006616,103a,11946574
2568,7006616,103a,12029439
2569,7006616,103a,12029439
2570,8204036,102e,13024124
2571,6836806,103a,11639855
2572,6836806,103a,11639855
2573,6615036,103a,11781962
2574,6615036,103,11781962
2575,8537724,102e,12855331
2576,8537724,103a,12855331
2577,8537724,119,12855331
2578,7310809,103a,11337038
2579,6829502,102b,11845583
2580,6829502,103a,11845583
2581,6633839,103,11970537
2582,6633839,103,11832957
2583,6633839,119a,11832957
2584,6633839,102b,11832957
2585,6434159,103a,13524783
2586,5904740,103a,11647415
2587,5904740,103a,11647415
2588,5904740,103a,11647415
2589,5904740,103a,11647415
2590,5956626,103,12367078
2591,5956626,103a,12367078
2592,5799256,103a,12156572
2593,5799256,103a,11771235
2594,5799256,103a,11771235
2595,5799256,103a,11618140
2596,6934275,103a,12665371
2597,6967576,103a,12719483
2598,5757229,102,12603419
2599,5757229,103a,13123944
2600,6931251,102e,14070086
2601,6327300,103a,11480705
2602,5612956,103,12564322
2603,5612956,103a,12564322
2604,5612956,103a,12830721
2605,5612956,103a,12830721
2606,5612956,103a,12830721
2607,6980561,103a,11856735
2608,6980561,103a,11856735
2609,6980561,103a,11856735
2610,6275611,103,10492169
2611,6275611,103a,10492169
2612,6138032,103a,12050584
2613,6138032,103a,12050584
2614,7962181,103a,13251657
2615,7962181,103a,13251657
2616,7962181,103a,13251657
2617,7962181,103a,13251657
2618,7962181,103a,13251657
2619,6311306,103,12419559
2620,6311306,103a,11663552
2621,6311306,103a,10581667
2622,6311306,103a,10581667
2623,6311306,103a,12419559
2624,6311306,103,11663552
2625,6311306,119,13845973
2626,7848438,103a,12425486
2627,7848438,102e,11971872
2628,7848438,103a,11971872
2629,7848438,103a,11971872
2630,7848438,103a,11971872
2631,7072688,103a,11859614
2632,7024216,103a,13182367
2633,7024216,103a,13182367
2634,7822973,103a,13227549
2635,7822973,103a,13224030
2636,7822973,103a,13224030
2637,7822973,103a,13224030
2638,7822973,103a,13224030
2639,7822973,103a,13224020
2640,7106874,103a,12938456
2641,7106874,102e,11634831
2642,7106874,103a,12938456
2643,7106874,103a,13562527
2644,6940407,102b,12360153
2645,6940407,103a,12360153
2646,6940407,103a,12360153
2647,6940407,103a,13240573
2648,6940407,103a,13240573
2649,6940407,103c,12186575
2650,6940407,103a,12186575
2651,8253624,103a,13052946
2652,6992580,103a,12384430
2653,6992580,103a,13303054
2654,6992580,102,13005683
2655,6992580,103a,13005683
2656,6992580,102,13014350
2657,6992580,102,13409220
2658,6992580,102,13409220
2659,6992580,103a,13409220
2660,6992580,103a,13433861
2661,6560215,103a,12192361
2662,6885242,103a,12430753
2663,6678523,103a,11355700
2664,6678523,103a,12064578
2665,6678523,103a,10945355
2666,6678523,119a,13236133
2667,6678523,103,12323864
2668,6678523,103,12323864
2669,7107018,112,11849133
2670,7039048,103a,11728378
2671,7039048,103a,11726137
2672,7039048,103a,11726137
2673,7039048,103a,11967421
2674,7046988,103a,11776845
2675,6378073,103a,12154788
2676,6940861,103,12100498
2677,6940861,103a,12100498
2678,5751378,103a,12553069
2679,5751378,103,12553069
2680,7313811,103a,12098044
2681,7313811,103a,12098044
2682,7313811,103a,12098044
2683,7313811,103a,12098044
2684,7313811,103a,10201537
2685,7313811,103a,12098044
2686,6636745,119a,11856426
2687,6917182,103a,12097472
2688,6917182,103c,12097472
2689,6917182,103,12788753
2690,7643832,103a,11835569
2691,7643832,103a,11835569
2692,7643832,103a,12451204
2693,7590996,102e,11250086
2694,8010985,103a,12187609
2695,7257430,103a,11754257
2696,7257430,103a,11754257
2697,7257430,103a,12852586
2698,6298224,119,13017155
2699,6094429,103a,12746271
2700,6094429,103a,12746271
2701,6094429,103a,12746271
2702,5933062,103a,12492271
2703,5933062,103a,12700876
2704,5933062,103a,12700876
2705,5933062,102b,12950908
2706,5933062,103a,12917738
2707,7305649,103a,12040751
2708,7305649,102b,13023275
2709,7305649,102b,13023275
2710,7305649,103a,13023275
2711,7305649,103a,13023275
2712,6313787,102,13407310
2713,6011800,103a,12161396
2714,6011800,103a,12161396
2715,6011800,103a,12161396
2716,6011800,103a,12161396
2717,7190947,103a,12620958
2718,6005980,103,12150204
2719,6005980,102b,11943716
2720,6005980,103a,11943716
2721,6005980,103a,11943716
2722,6005980,102b,11943716
2723,6005980,103a,11943716
2724,6005980,103a,11943716
2725,6005980,103a,12076624
2726,6005980,103a,11926816
2727,6285899,103a,11574346
2728,6605454,102b,12448800
2729,6605454,103a,11793428
2730,6605454,103a,11793428
2731,6282183,103,11832574
2732,6282183,103,11832574
2733,6282183,102e,13213581
2734,7877123,103a,12943368
2735,7877123,103a,12943368
2736,7877123,102e,12907812
2737,7877123,103a,12907812
2738,6224393,102b,12906470
2739,6224393,103a,12906470
2740,7446434,102e,12745275
2741,7450722,103a,11819604
2742,6026126,103a,13490371
2743,7039115,102b,11365286
2744,7039115,103a,11365286
2745,7039115,103a,11365286
2746,7509148,103a,11361157
2747,7509148,102b,12327315
2748,7414989,103a,10563928
2749,7414989,103a,12095848
2750,7414989,103a,12095848
2751,7414989,103a,12095848
2752,7414989,103a,12095848
2753,7414989,103a,12095848
2754,7414989,103a,12095848
2755,7414989,103a,10563928
2756,7414989,103a,11554679
2757,7414989,103a,11554679
2758,7414989,103a,10563928
2759,6101531,103a,11926283
2760,5703877,103a,11535406
2761,5703877,102e,11535406
2762,6925064,103a,11051354
2763,6925064,103a,12044132
2764,6925064,103a,11051354
2765,6925064,103a,12044132
2766,6925064,103a,12044132
2767,6925064,103a,12044132
2768,6925064,103a,12044132
2769,6925064,112,13438884
2770,8102802,103a,12536958
2771,8102802,103a,12536958
2772,8102802,119,13330814
2773,8102802,103a,12538535
2774,8102802,103a,12538535
2775,8102802,103a,12538535
2776,8102802,103a,12538535
2777,8102802,103,12538535
2778,8102802,103a,12538535
2779,8102802,103a,12538535
2780,8102802,103a,12538535
2781,6542483,102e,11857416
2782,7773535,103a,12451204
2783,7773535,103a,12338573
2784,7773535,119,12338573
2785,7773535,103a,12338573
2786,7773535,103a,12338573
2787,7773535,103a,12338573
2788,7773535,103a,12338573
2789,8320267,112,12920958
2790,6202088,103a,11990294
2791,6202088,103a,11990294
2792,6202088,103a,12732344
2793,8275003,103a,13891234
2794,6628711,103a,11765381
2795,6628711,103a,10462090
2796,6628711,102b,12390203
2797,6628711,102b,11675715
2798,6628711,103a,11675715
2799,6628711,103a,12063677
2800,6628711,103a,10462090
2801,6385462,103a,13172229
2802,6385462,103a,13172229
2803,6385462,103a,13027030
2804,7167710,103a,12426181
2805,6408176,103a,12434696
2806,7200190,103a,12705548
2807,7200190,103a,12705548
2808,7200190,103a,12705548
2809,7200190,103a,12705548
2810,6157632,102b,13227853
2811,6157632,103a,13227853
2812,8055211,102e,12896414
2813,7489913,103a,12248660
2814,7489913,103a,12248660
2815,7489913,103a,12248660
2816,7489913,103a,12248660
2817,7489913,103a,12248660
2818,7489913,103a,12248660
2819,5917830,103a,10854774
2820,5917830,103a,10854774
2821,5917830,103a,11658101
2822,5917830,103a,12054010
2823,5917830,103a,12054010
2824,5917830,103a,11123780
2825,5917830,103a,11123780
2826,5917830,103a,11123780
2827,5917830,103a,11123780
2828,5917830,103a,11475224
2829,5917830,103,11658101
2830,5917830,103a,12174738
2831,6295606,103a,10467698
2832,6295606,102b,11523773
2833,6295606,103a,11155569
2834,6295606,103a,10467698
2835,6295606,103a,11155569
2836,6295606,102b,11523773
2837,6295606,103a,12715558
2838,6295606,103,12722887
2839,7809282,103a,12723857
2840,6927432,119a,13051036
2841,7088220,102b,12057950
2842,7088220,103a,12057950
2843,7088220,102b,11870309
2844,7088220,103a,12041193
2845,7088220,103a,12057950
2846,7088220,103a,12058083
2847,7088220,103a,12892489
2848,7088220,103a,12892489
2849,7088220,103a,12892489
2850,7088220,103a,12892489
2851,6216015,103a,12394145
2852,6216015,103a,12394145
2853,5931513,102b,12484313
2854,7786901,102e,11944708
2855,7307523,103a,12048403
2856,7307523,103a,12765573
2857,7307523,103a,12765573
2858,7747004,112,11652068
2859,7747004,112,11652068
2860,7003045,103a,12728359
2861,6148206,103a,11666997
2862,6148206,103a,11666997
2863,6148206,103a,11666997
2864,6148206,103a,11666997
2865,6154485,103a,10596613
2866,6154485,103a,10596613
2867,6154485,103a,10596613
2868,7050773,103a,11534393
2869,6505055,103,12924706
2870,7269152,103a,11592746
2871,6542753,103,11349650
2872,6826388,103a,11376502
2873,6826388,103a,11376502
2874,6826388,102e,11376502
2875,6826388,103a,11376502
2876,6826388,103a,11376502
2877,6826388,103a,11376502
2878,6826388,103a,11376502
2879,6826388,103a,11376502
2880,6839542,103a,11350519
2881,6839542,103a,11350519
2882,6839542,103a,11350519
2883,6839542,103a,11350519
2884,7477196,103a,11847152
2885,6985138,103a,11940546
2886,6490256,103a,11272452
2887,6490256,103a,11272452
2888,6490256,103a,11272452
2889,6490256,103a,11272452
2890,6490256,103a,11272452
2891,6993296,102b,12382525
2892,6993296,102b,12382525
2893,7660431,103a,12860560
2894,7430174,102e,10593707
2895,7430174,102e,10593707
2896,6982752,103a,12059733
2897,6982752,103a,12059733
2898,7206044,103a,13204210
2899,6167235,103a,12951974
2900,6167235,103a,12951974
2901,7676362,102e,12302071
2902,7757148,101,12700508
2903,7796083,103a,12946813
2904,7218666,103a,12161356
2905,7218666,103a,12161356
2906,7212789,102e,12697986
2907,7212789,103a,12302829
2908,7212789,103a,12302829
2909,7212789,103a,12302829
2910,7212789,103a,12302829
2911,7212789,103a,12302829
2912,7212789,103a,12917149
2913,6341222,103a,11766876
2914,6341222,103a,11766876
2915,6341222,103a,11766876
2916,5867140,103a,12020778
2917,5867140,103a,12020778
2918,5867140,103a,12980823
2919,6975621,103a,11256345
2920,6975621,103a,11256345
2921,6975621,103a,11256345
2922,6988064,101,12042018
2923,5800937,103a,11517089
2924,5800937,103a,11517089
2925,5800937,103a,11517089
2926,5800937,103a,11517089
2927,5800937,103a,11517089
2928,5800937,103a,11517089
2929,5800937,103a,11517089
2930,5892769,103a,12065646
2931,5892769,103a,12065646
2932,6993342,103a,12090637
2933,6993342,103a,12090637
2934,5940452,103a,11555656
2935,6901603,103a,10174384
2936,6901603,103a,10174384
2937,6901603,103a,10892533
2938,6901603,103a,10892533
2939,6344727,103a,12908495
2940,7493087,103a,12822026
2941,6699611,103a,13206845
2942,6758303,103a,11828804
2943,6758303,102b,11965077
2944,6758303,103a,11828804
2945,6758303,102,12459346
2946,6758303,103a,12459346
2947,6023615,102b,12094865
2948,7243134,103a,12847659
2949,7243134,103a,12847659
2950,7243134,103a,12847659
2951,7243134,103a,12847659
2952,7243134,103a,12847659
2953,7243134,103a,12847659
2954,6765882,103a,13045268
2955,7315967,103a,11298250
2956,7103337,102b,12726323
2957,7684813,102e,12178401
2958,7684813,103a,12178401
2959,7684813,103a,12178401
2960,6173005,103a,12121826
2961,6173005,103a,12708135
2962,6173005,102b,12708135
2963,6173005,103a,12121826
2964,6173005,103a,11748433
2965,7262724,103a,12678128
2966,5933330,103a,11849175
2967,5933330,103a,11947436
2968,5912878,103a,12517749
2969,5912878,103a,11154817
2970,5912878,103a,11154817
2971,5912878,103a,11154817
2972,5912878,112,11154817
2973,6356708,103a,12501975
2974,6356708,103a,12501975
2975,6356708,103a,12501975
2976,6356708,103a,12501975
2977,6117585,103,12929998
2978,6117585,103,12929998
2979,6321197,103a,12400488
2980,7102577,103,12009049
2981,6426983,102b,12601958
2982,6426983,103a,12601958
2983,6426983,103a,12601958
2984,6426983,103a,12650410
2985,6426983,119,12473899
2986,6426983,103,12473899
2987,6426983,103a,12473899
2988,6426983,103a,13551440
2989,6426983,103a,13551440
2990,6426983,119,12473899
2991,6426983,103a,12473899
2992,6426983,103a,13551442
2993,6426983,103a,13551442
2994,6426983,103a,11971017
2995,6426983,103a,11971017
2996,6426983,103a,13551440
2997,6426983,103a,13551440
2998,6426983,103a,13551440
2999,6426983,103a,13551442
3000,6426983,103a,13551442
3001,6426983,103a,13551442
3002,6426983,103a,13551442
3003,6426983,103a,13551442
3004,6426983,103a,12473899
3005,6426983,103a,12473899
3006,6799038,103a,12940988
3007,6799038,103,13214993
3008,6799038,102e,13203731
3009,5966120,103a,11618245
3010,5966120,103a,11618245
3011,5966120,103a,11618245
3012,5966120,103a,11618245
3013,5966120,103a,11618245
3014,5966120,103a,11618245
3015,5966120,103a,11618245
3016,5966120,103a,12221975
3017,5966120,103,12221975
3018,5966120,103a,12221975
3019,5966120,103a,12221975
3020,5966120,103a,12221975
3021,5966120,103,12221975
3022,5966120,103a,12221975
3023,5966120,103a,12221975
3024,5966120,103a,12221975
3025,5966120,103a,12221975
3026,5966120,103a,12221975
3027,5966120,103a,12221975
3028,5966120,103a,12221975
3029,5966120,103a,12221975
3030,5966120,103a,12221975
3031,5966120,103a,12221975
3032,5966120,103a,12221975
3033,6137802,103a,10529620
3034,6137802,119a,12346180
3035,6137802,103a,12346180
3036,7778652,103a,12186589
3037,7778652,103a,12186575
3038,6072250,103a,13008405
3039,6072250,103a,12801556
3040,6072250,103a,12801556
3041,6072250,103a,13014453
3042,6466938,102,12724206
3043,6466938,103a,12724206
3044,6466938,103a,12724206
3045,6466938,102,12724206
3046,6466938,103a,12724206
3047,6466938,103a,12724206
3048,6466938,102b,12724206
3049,6466938,103a,12724206
3050,6466938,103a,12724206
3051,7176980,103a,11676150
3052,7176980,103a,11676150
3053,7176980,103a,12452589
3054,6177881,103a,13027086
3055,6137994,103a,11946197
3056,6137994,103a,11946197
3057,6480096,103a,11865308
3058,6480096,103a,11865308
3059,6480096,103a,11819832
3060,6480096,102b,11865308
3061,6480096,103a,11819832
3062,6480096,103a,11865308
3063,7542422,103a,12189389
3064,7542422,103a,12189389
3065,7542422,103a,12600084
3066,6782251,102,12348287
3067,6782251,103,12348287
3068,6782251,103a,12060865
3069,6782251,103a,12060865
3070,6782251,103a,12060867
3071,6584301,103a,11871448
3072,6584301,103a,12720401
3073,6768908,103a,11486650
