,Blocking_patent,Blocking_action,Blocked_app
3074,7020394,103,12699927
3075,7020394,103,12699927
3076,7020394,103,12699927
3077,7020394,103,12699927
3078,7020394,103,12699927
3079,7020394,103,12699927
3080,7181223,103a,12948267
3081,7181223,103a,12164121
3082,5778030,103a,12477587
3083,7839927,119a,12912961
3084,6106969,103a,11296495
3085,6106969,103a,11296495
3086,6106969,103a,11296495
3087,6106969,103a,11296495
3088,6106969,103a,11296495
3089,6106969,103a,11296495
3090,5828295,103a,13373179
3091,8030914,103a,12853715
3092,5855003,103a,11929301
3093,7089344,103a,11962658
3094,8015005,103a,12817233
3095,8015005,103a,12817233
3096,7231516,103a,11931546
3097,7231516,103a,11691730
3098,7231516,103a,11691730
3099,7231516,103a,11931546
3100,7231516,103,11150416
3101,7231516,103a,11496459
3102,7996019,102e,13028020
3103,7944981,119,13031744
3104,7944981,101,13031744
3105,7944981,119a,13031744
3106,8017864,103a,13326621
3107,7873010,103a,12745803
3108,7054386,103a,11739189
3109,7054386,103a,11739189
3110,7054386,103a,11739189
3111,7054386,103a,11739189
3112,7054386,103a,11739189
3113,7054386,103a,12096119
3114,6061449,103a,11785281
3115,6061449,103a,12262092
3116,6061449,103a,11785281
3117,6061449,103a,12262092
3118,6061449,103a,11785281
3119,6061449,103a,12837271
3120,6061449,103a,13053075
3121,6061449,103a,12837271
3122,6061449,103a,13237317
3123,6061449,103a,12262092
3124,6061449,103a,12262092
3125,6061449,103a,12262092
3126,6061449,103a,12262092
3127,6304581,119a,11562120
3128,6304581,102e,11562120
3129,6304581,102e,11562120
3130,7242722,102b,12746750
3131,6996547,103a,11633453
3132,5945948,103a,12482877
3133,5945948,119a,11559999
3134,5945948,103a,11559999
3135,5945948,102b,12851500
3136,5945948,103a,12851500
3137,5945948,103a,12851500
3138,5945948,103a,12851500
3139,5872777,103a,12208028
3140,5872777,103a,12208028
3141,5872777,102b,12208028
3142,5872777,103a,12208028
3143,5872777,102b,12526332
3144,5872777,103a,12526332
3145,5872777,103a,12208028
3146,5872777,103a,12208028
3147,5872777,103a,12392765
3148,5872777,103a,12208028
3149,5872777,103a,12208028
3150,5872777,103a,12208028
3151,5872777,103a,12208028
3152,5872777,103a,12208028
3153,5872777,103a,12208028
3154,5872777,103a,12208028
3155,5872777,103a,12208028
3156,5872777,103a,12208028
3157,5872777,103a,12208028
3158,5872777,103a,12208028
3159,5872777,103a,12208028
3160,5872777,103a,12208028
3161,5872777,103a,12208028
3162,5872777,103a,12208028
3163,5872777,103a,12208028
3164,5692019,103,11960475
3165,6157726,102b,11831711
3166,6856628,102b,13302855
3167,6661853,103a,12818078
3168,6771657,103c,13043234
3169,6771657,103a,11169680
3170,6771657,103a,11933483
3171,6771657,103a,11933483
3172,6771657,103a,11933483
3173,6771657,103a,11169680
3174,6771657,103a,11777014
3175,6771657,103a,13023817
3176,6771657,103a,13023817
3177,6771657,103a,13023817
3178,6505049,103a,12196609
3179,6406808,103a,12732906
3180,6406808,103a,12732906
3181,6898285,102e,12357976
3182,6898285,103a,12530306
3183,6898285,103a,13235872
3184,6597890,103a,12396240
3185,6597890,103a,12396240
3186,6597890,103a,12396259
3187,6597890,103a,12396259
3188,6597890,103a,12396258
3189,6597890,103a,12396258
3190,6597890,103a,12396258
3191,6597890,103a,12396259
3192,5905803,103a,11650922
3193,5905803,103a,11650922
3194,7139586,103a,12841285
3195,7447735,112,12263819
3196,7447735,112,12263819
3197,7706249,103a,12671198
3198,6188979,119,12809028
3199,6188979,103a,12809028
3200,6188979,103a,12809028
3201,6188979,103a,12809028
3202,7076000,103a,12629282
3203,6687486,103a,10946682
3204,6687486,103a,12206910
3205,6483913,103a,11951302
3206,6483913,103a,11951302
3207,7257280,103a,12495772
3208,7443657,102b,12849447
3209,7443657,102b,12851826
3210,6401242,103,12499198
3211,6401242,103c,12499198
3212,6401242,103b,12499198
3213,6401242,103a,12499198
3214,6401242,103a,12499198
3215,6401242,103a,12499198
3216,7616654,103a,12471852
3217,7616654,103a,12471852
3218,7305251,103a,13332847
3219,6456852,103a,12929790
3220,6836212,103a,11192593
3221,6836212,103a,11192593
3222,6836212,103a,11192593
3223,6836212,103a,12170024
3224,7430459,103a,10071442
3225,6931477,103a,12069581
3226,5893024,103a,11770856
3227,5893024,103a,11762397
3228,6583716,103a,12055007
3229,6583716,103a,12055007
3230,7683965,103a,12387869
3231,7269504,103a,13031234
3232,7269504,103a,13031234
3233,6256008,103a,12698795
3234,6360097,103a,11457955
3235,6360097,103a,11457955
3236,7643564,103a,11963888
3237,7643564,103a,11963888
3238,7643564,103a,11963888
3239,7643564,103a,11963888
3240,6774737,103a,13100963
3241,5935220,103a,11089889
3242,5935220,103a,11089889
3243,5935220,103a,11089889
3244,5935220,103a,11089889
3245,5771229,103a,12703818
3246,6148208,103a,12550252
3247,6148208,103a,12550252
3248,6148208,103a,12550252
3249,6148208,103a,12550252
3250,7068230,102b,12463603
3251,5903844,103a,12194214
3252,5903844,103a,11317741
3253,6373433,103a,11320684
3254,6373433,103a,11320684
3255,6526275,103a,13235519
3256,6526275,103,13235519
3257,6526275,103,13235502
3258,6526275,103,11274905
3259,6526275,102b,12485787
3260,6526275,103a,13235508
3261,6526275,103a,13235508
3262,6526275,103a,11274905
3263,6526275,103,13235504
3264,6526275,103a,13235504
3265,6526275,103,13235513
3266,6526275,103,13235502
3267,6526275,103,13235511
3268,6526275,103a,13235509
3269,6526275,103a,12827835
3270,6526275,103,13235517
3271,6526275,103a,13235509
3272,6526275,103a,13235511
3273,6526275,119,13235519
3274,6526275,103a,11274905
3275,6526275,103,13235507
3276,6526275,103,13235507
3277,6526275,103a,13235507
3278,6526275,103,13235507
3279,6526275,103,13235504
3280,6526275,103,13235516
3281,6526275,103a,13235516
3282,6526275,103,13235518
3283,6526275,103,13235514
3284,6526275,103a,13235514
3285,6526275,103,13235514
3286,6526275,103,13235513
3287,6526275,103,13235512
3288,6526275,103,13235512
3289,6526275,103,13235518
3290,6526275,103a,13235518
3291,6526275,103a,13235503
3292,6526275,103,13235503
3293,6526275,103,13235508
3294,6526275,103a,13235508
3295,6526275,103a,13235512
3296,6526275,103,13235512
3297,6526275,103,13235516
3298,6526275,103a,13235516
3299,6526275,103a,13235517
3300,6526275,103a,13235517
3301,6526275,103a,13235503
3302,6526275,103a,13235503
3303,7148878,103a,12852675
3304,5987012,103a,11694213
3305,5987012,103a,11694213
3306,7653413,102,12333608
3307,7653413,103,12333608
3308,6449312,103a,12951732
3309,6449312,103,13046264
3310,6449312,103,13046264
3311,6449312,103,13046264
3312,6057884,103a,10072114
3313,6057884,103a,12524744
3314,6057884,103a,12699354
3315,6057884,103a,12524744
3316,7400856,103,11465944
3317,7400856,103a,11892425
3318,7400856,103A,11892425
3319,7400856,103,11465944
3320,7400856,103a,11465944
3321,7400856,103a,11465944
3322,7110559,103a,11843061
3323,7110559,103a,11843061
3324,7580723,103a,12170207
3325,7580723,103a,12170207
3326,7580723,103a,12170207
3327,7580723,103a,12170207
3328,7580723,103a,12170207
3329,7580723,103a,12170207
3330,6766171,102e,13267860
3331,6421347,103a,12452398
3332,6192029,103a,11218274
3333,6192029,103a,12337221
3334,6192029,103a,12337221
3335,6192029,103a,12337221
3336,6192029,103a,12337221
3337,6192029,103a,12337221
3338,6192029,103a,12337221
3339,6192029,103a,12337221
3340,5930304,103a,12937438
3341,6997379,103a,11464126
3342,6997379,103a,11464126
3343,6997379,103a,11464126
3344,6997379,103a,11464126
3345,6997379,103a,12952548
3346,6997379,103a,12952548
3347,7236477,103a,12109082
3348,7236477,103a,11418644
3349,7236477,103a,12109082
3350,7236477,103a,12109082
3351,7236477,103a,12109082
3352,7630705,103,11856553
3353,5652616,119,13039248
3354,5652616,103a,12810681
3355,5652616,101,13563889
3356,6625621,119,11289867
3357,6625621,103a,11289867
3358,6625621,103a,11289867
3359,6625621,103a,11289867
3360,6625621,103a,11289867
3361,7321780,103a,12652923
3362,7817534,102e,12433636
3363,7817534,103a,12433636
3364,7817534,103a,12433636
3365,7957360,102e,12601043
3366,7957360,103a,12532360
3367,7957360,103a,12532360
3368,6067457,103a,12052147
3369,6067457,103a,12052147
3370,7099389,112,11378567
3371,7099389,103,12070635
3372,8009612,102b,12071010
3373,6171138,102b,12076885
3374,6171138,103a,12076885
3375,6829313,103,11317268
3376,5999815,103a,11649167
3377,6658000,103a,13245861
3378,6658000,103a,13245861
3379,6658000,103a,13245861
3380,6658000,103a,12723533
3381,6580754,103a,11682263
3382,6587127,103a,12332914
3383,6587127,102,10445252
3384,6587127,103a,10445252
3385,6587127,103a,10445252
3386,6587127,103a,10445252
3387,6587127,103a,11983059
3388,6587127,103a,11176618
3389,6587127,103a,11176618
3390,6587127,102,12474341
3391,6587127,103a,12403315
3392,6587127,102,10445252
3393,6587127,103a,10445252
3394,6587127,103a,10445252
3395,6587127,103a,10445252
3396,6587127,103a,11176618
3397,6587127,103a,11176618
3398,6587127,103a,11692724
3399,6587127,103a,11692724
3400,6587127,103a,11692724
3401,6587127,102,10445252
3402,6587127,103a,10445252
3403,6587127,103a,10445252
3404,6587127,103a,10445252
3405,6587127,102b,12474341
3406,6587127,103a,11692724
3407,6587127,103a,11692724
3408,6587127,103a,11692724
3409,6587127,103a,12403315
3410,6587127,103a,12403315
3411,6587127,103a,12955235
3412,6587127,103a,11176618
3413,6587127,103a,11176618
3414,6587127,103a,12955235
3415,6434381,103a,13339295
3416,6925123,102b,11987086
3417,6925123,103a,12929242
3418,6292475,102e,12159187
3419,6141341,103,11468189
3420,6141341,103a,11468189
3421,6141341,103,11468189
3422,7020175,103a,12850319
3423,7020175,103a,12850319
3424,6292573,103a,13049984
3425,6728965,103a,12077169
3426,6728965,103a,11791776
3427,6728965,112,11791776
3428,6728965,103a,11692457
3429,6246862,103a,11944351
3430,6246862,103a,11735369
3431,6246862,103a,11735369
3432,6246862,103,11735369
3433,6246862,103a,11944351
3434,6246862,103a,11735369
3435,6246862,103a,11735369
3436,6246862,103,11723155
3437,6246862,103a,11472243
3438,6246862,103a,11723155
3439,6522352,119,11977687
3440,6522352,103a,13022644
3441,6522352,103a,13314385
3442,6081438,103a,12470584
3443,6081438,103a,12492994
3444,6081438,103a,12470192
3445,6285681,103a,11721672
3446,6285681,103a,11784368
3447,6285681,103a,12164862
3448,5751763,102,11857416
3449,5751763,103a,11857416
3450,6441754,102b,11327640
3451,6441754,103a,11327640
3452,6441754,103a,11327640
3453,6441754,103a,11327640
3454,6441754,103a,11327640
3455,6441754,103a,11327640
3456,6441754,103a,11327640
3457,6023230,103a,10578739
3458,6023230,103a,10578739
3459,6023230,103a,10578739
3460,5862480,103a,11479624
3461,5862480,103a,11479624
3462,7046799,103a,12942537
3463,6799201,103a,11419469
3464,6799201,103a,11419469
3465,6662154,102b,12047632
3466,6662154,102b,12047632
3467,6662154,103a,12692245
3468,6571091,103a,12182661
3469,7483543,102b,11680138
3470,7483543,102b,11680138
3471,7483543,102b,11680138
3472,7483543,102b,11680138
3473,5954817,112,12463888
3474,5954817,103a,12651341
3475,5954817,103a,12651341
3476,5954817,102b,12349013
3477,5954817,103a,12054318
3478,5954817,103a,12054318
3479,6198931,103a,11364317
3480,6198931,103a,13150324
3481,7265724,103a,13290695
3482,7265724,103a,13590807
3483,7265724,103a,13290695
3484,7265724,103a,13590807
3485,7265724,103a,13290695
3486,6584825,103a,11644999
3487,6584825,103a,11644999
3488,6584825,103a,11644999
3489,5901346,102b,12561890
3490,6640184,102b,12187816
3491,6640184,119a,12165224
3492,6640184,103a,12587716
3493,5982363,103a,11490421
3494,8255151,119,13438470
3495,8255151,102a,13658463
3496,6127058,103a,11702087
3497,6127058,103a,11649390
3498,6127058,103a,11649390
3499,6127058,102b,11933997
3500,6127058,103a,11933997
3501,6127058,103a,11933997
3502,6127058,103a,11933997
3503,6127058,103a,10539243
3504,6127058,102b,11934021
3505,6127058,102b,12238241
3506,6127058,102b,13293666
3507,6127058,103a,13293666
3508,6127058,103a,12238040
3509,6127058,103a,12238040
3510,6127058,103a,12238040
3511,6127058,103a,12238040
3512,6127058,103a,12238040
3513,6127058,103a,12238040
3514,6127058,103a,13293666
3515,6992658,102b,12819936
3516,6992658,103a,12819936
3517,6992658,103a,12819936
3518,5894320,103,09179872
3519,5894320,119a,11932449
3520,5894320,103a,11932449
3521,5894320,103a,11498686
3522,5862140,103a,11327640
3523,5862140,103a,11386526
3524,5862140,103a,12188371
3525,5732350,103a,12117299
3526,5732350,103a,11781489
3527,5732350,103a,12117299
3528,5732350,103a,12117299
3529,6049537,103a,11943172
3530,6049537,103a,11943172
3531,6049537,103a,11943172
3532,6049537,102e,12405649
3533,6130883,103a,11643682
3534,6925501,103a,10975244
3535,6925501,103a,10975244
3536,6925501,103a,12497226
3537,5777558,103a,12169680
3538,6336091,103a,11619793
3539,6336091,102b,11928665
3540,6336091,103a,12365879
3541,6336091,103a,11916993
3542,6336091,103,13053005
3543,6336091,103a,10532919
3544,6122271,103a,10802147
3545,7062544,103a,12477630
3546,6885638,103a,11121685
3547,6072987,102b,11849602
3548,6072987,103a,11856788
3549,6374100,103a,13022998
3550,6374100,103a,13022998
3551,7170341,103a,12365853
3552,7170341,102b,12365853
3553,7170341,103a,12365853
3554,7170341,103a,12365853
3555,7113771,103a,12898895
3556,7423997,103,11924419
3557,6882856,103a,11399031
3558,6882856,103a,11462201
3559,6058106,103a,11774282
3560,7479928,103,11944573
3561,6178327,102,12091567
3562,6178327,103a,12091567
3563,6418149,103a,11278635
3564,6418149,103a,11278635
3565,6068946,102b,12169393
3566,6068946,103a,12169393
3567,6068946,103a,12169393
3568,6068946,103a,12169393
3569,6068946,103a,12695589
3570,6068946,103a,12695589
3571,6068946,103a,12695589
3572,6068946,103a,12695589
3573,6068946,103a,12695589
3574,6068946,103a,12695589
3575,6068946,103,12549570
3576,6068946,103a,12549570
3577,6068946,103a,12549570
3578,6068946,103,12549570
3579,6068946,103a,12549570
3580,8107885,102e,13084154
3581,8107885,103a,13084154
3582,8107885,103a,13084154
3583,6443340,103a,11073152
3584,6173431,103a,12039645
3585,7162740,103a,12187211
3586,7162740,103a,12187211
3587,7162740,103a,12187211
3588,7162740,103a,12187211
3589,7162740,103a,12187211
3590,7162740,103a,12187211
3591,7516471,103a,12165586
3592,7920494,103a,12337196
3593,8437798,103a,13576430
3594,5956088,103a,11659022
3595,5956088,103a,11659022
3596,5956088,103a,11659022
3597,5956088,103a,11296923
3598,5956088,103a,11296923
3599,5956088,103a,11296923
3600,5956088,103a,11296923
3601,5956088,103a,11296923
3602,5956088,103a,11296923
3603,5956088,103a,11296923
3604,5956088,103a,11296923
3605,5956088,103a,11296923
3606,5956088,103a,11296923
3607,5956088,103a,11296923
3608,5956088,103a,11253685
3609,5956088,103a,12161570
3610,7801527,102,12597042
3611,7050514,103a,12922797
3612,7050514,103a,12922797
3613,6701162,103a,12055898
3614,6701162,103a,10500016
3615,6701162,103a,12047344
3616,6701162,103a,12047344
3617,6701162,103a,12047344
3618,6701162,103a,13560863
3619,6912581,103a,11786162
3620,6912581,103a,11734422
3621,6912581,103a,13249312
3622,6166787,102,12686197
3623,6570362,103a,12742644
3624,6639249,103a,12487704
3625,6639249,103a,12487704
3626,6639249,103a,12487704
3627,6639249,103a,12487704
3628,6639249,103a,12741916
3629,6639249,103a,12741916
3630,6639249,102,12703335
3631,6438114,103a,11666578
3632,6438114,103a,12685665
3633,6438114,103a,11666578
3634,6438114,103a,11666578
3635,6438114,103a,12424448
3636,8007110,103a,12508645
3637,8007110,103a,12508645
3638,8007110,103a,12508645
3639,7489928,102b,12714428
3640,7623447,103a,12805201
3641,7623447,103a,11795607
3642,7623447,103a,11497703
3643,7623447,102e,13231476
3644,6151572,102b,12497442
3645,6331972,112,12699846
3646,7091911,103a,12169684
3647,7091911,103a,12169684
3648,7091911,103a,12169684
3649,5920549,102b,12018983
3650,6011510,103a,12075177
3651,6011510,103a,12075177
3652,6011510,103a,13544908
3653,6011510,103a,13100523
3654,6011510,103a,13544908
3655,6272333,103a,11648428
3656,6272333,103a,11479456
3657,6272333,103a,11479456
3658,6272333,102b,12702728
3659,7839931,103a,12171130
3660,7839931,119,12951732
3661,7839931,119,12951732
3662,7839931,119a,12951732
3663,7839931,119a,12951732
3664,7132745,103a,12502712
3665,7132745,103a,12502712
3666,7132745,103a,12502712
3667,7660353,119,12951732
3668,7660353,119a,12951732
3669,6151497,103a,12492522
3670,7248842,119,12725185
3671,7248842,102e,12725185
3672,7248842,102e,12725185
3673,7248842,102e,12725185
3674,7248842,102e,12725185
3675,7742788,103a,12986339
3676,6009091,103a,12500178
3677,6009091,119a,13411479
3678,6009091,103a,12500178
3679,7471942,102e,12187912
3680,7471942,103a,12187912
3681,7471942,103a,12187912
3682,7471942,103a,12187912
3683,7471942,103a,12187912
3684,7471942,103,12211897
3685,5781530,103,12727704
3686,8145251,119,13418379
3687,8145251,119,13418379
3688,8145251,119,13418379
3689,8145251,119,13418375
3690,8145251,119,13418375
3691,8145251,119,13418375
3692,7499700,102a,13255028
3693,7499700,103a,13255028
3694,7810105,103a,13289736
3695,6671882,103a,11324158
3696,6671882,103a,11324158
3697,6671882,103a,11324158
3698,7456793,103a,13452253
3699,7456793,103a,13452253
3700,5815804,103a,12123730
3701,5815804,103a,11101830
3702,5815804,103a,12123730
3703,5815804,102b,12123595
3704,5815804,103a,12123730
3705,7825901,103a,12705736
3706,7825901,103a,12705736
3707,6483851,103a,12173747
3708,7436811,103a,11898562
3709,7436811,102e,12826661
3710,6978136,103a,11397841
3711,6978136,103a,12019148
3712,7042855,102e,12925070
3713,7042855,102e,12925070
3714,6765536,102e,11950835
3715,6765536,103,12603354
3716,6765536,103a,12603354
3717,7526001,103a,11856930
3718,7143333,103a,11795826
3719,7143333,103a,11795826
3720,6885874,103a,11594577
3721,6885874,103a,11750312
3722,6885874,103a,11841734
3723,6885874,103a,11841734
3724,6885874,103a,11594577
3725,6885874,103a,11750312
3726,6885874,103a,13149321
3727,6885874,103a,11485161
3728,6885874,103a,11834674
3729,6885874,103a,11834674
3730,6885874,103a,11834674
3731,6885874,103a,11834674
3732,6885874,103a,11841734
3733,6885874,103a,13149321
3734,6885874,103a,11841734
3735,5715282,103a,12028168
3736,7149523,103,12704794
3737,7656842,102e,12390535
3738,7656842,103a,12390535
3739,7656842,102b,12895665
3740,5939939,103a,12042362
3741,5939939,103a,12042362
3742,5939939,103a,12042362
3743,5939939,103a,12042362
3744,5939939,102b,13222014
3745,5939939,103a,12042362
3746,5939939,103a,12042362
3747,6512776,103a,12832327
3748,7110766,102b,13015799
3749,7148917,103a,11967363
3750,7148917,103a,12682069
3751,6184651,103a,10353540
3752,6184651,103c,12190528
3753,6184651,103a,12190528
3754,6184651,103a,12464310
3755,7048556,102,12829481
3756,7048556,103a,12821024
3757,6138011,103a,10564903
3758,6138011,103a,10564903
3759,6138011,103a,10564903
3760,6138011,103a,10564903
3761,6138011,103a,10564903
3762,6138011,103a,10564903
3763,6138011,103a,10564903
3764,6138011,103a,10564903
3765,6138011,103a,10564903
3766,6138011,103a,10564903
3767,6138011,103a,10564903
3768,6138011,103a,10564903
3769,6214487,103a,11869065
3770,6214487,103a,11869065
3771,6214487,103a,11869065
3772,6214487,103a,11884070
3773,6214487,103a,12688671
3774,6214487,102,12688671
3775,6131049,103a,13014239
3776,6131049,103a,13014239
3777,5781583,102e,13036677
3778,6792293,103a,11975948
3779,6792293,103a,11723155
3780,6792293,103a,12183205
3781,6792293,103,11723155
3782,6792293,103a,11723155
3783,5982327,103,13033035
3784,5982327,103,13033035
3785,5982327,103a,12130821
3786,5982327,103a,12130821
3787,5982327,102b,11662516
3788,5982327,102b,11662516
3789,6978424,103a,12140001
3790,7388544,103a,11946914
3791,6423434,102b,12028531
3792,6423434,103a,12028531
3793,6423434,103a,12028531
3794,6423434,103a,12028531
3795,6423434,103a,12028531
3796,6671849,103a,12028514
3797,6671849,103a,12397763
3798,6671849,112,12741685
3799,6671849,103a,12741685
3800,5862452,103a,11689771
3801,5862452,103a,11689771
3802,6188904,103a,11675318
3803,7248645,103a,12164770
3804,7248645,103a,12164770
3805,6080690,103a,12742260
3806,7486044,103a,12697708
3807,7577441,102e,12741723
3808,7577441,103a,12741723
3809,7577441,103a,12741723
3810,7577441,103a,12741723
3811,6978165,103a,12364819
3812,5999826,103,10100452
3813,5999826,103a,10944509
3814,5999826,103a,10944509
3815,5999826,103a,10100452
3816,5999826,103,10100452
3817,7231213,103a,12825725
3818,7231213,103a,12825725
3819,7961828,103a,11967907
3820,7961828,103a,11967907
3821,6088337,103a,11414269
3822,6088337,103a,11414269
3823,6088337,103a,13536185
3824,6088337,103a,12820228
3825,6088337,103a,12820228
3826,6088337,103a,12820228
3827,7181170,103a,12293287
3828,7181170,103a,12293287
3829,7181170,103a,12303297
3830,7181170,103a,12303297
3831,7181170,103a,12303297
3832,7181170,103a,12293287
3833,6112100,103a,12501298
3834,7738530,102e,12316529
3835,7738530,103a,12741786
3836,7738530,103,12741786
3837,7738530,103a,12741786
3838,5987518,103a,12036937
3839,5987518,103a,12036937
3840,5987518,103a,12036937
3841,5987518,103a,12036937
3842,5987518,103a,12036937
3843,5987518,103a,12036937
3844,6104512,103,11998286
3845,6732321,102b,13227906
3846,6055413,103a,12901503
3847,6107920,103a,12944099
3848,6107920,103a,12944099
3849,6107920,103a,11315213
3850,6107920,103a,11315213
3851,6107920,102b,12095147
3852,6107920,102b,12095147
3853,6107920,103a,12095147
3854,6107920,103a,12095147
3855,6107920,103a,12095147
3856,6107920,103a,10586738
3857,6107920,103a,10586738
3858,6107920,103a,12095147
3859,6107920,103a,12095147
3860,6107920,102b,12095147
3861,6107920,103a,12949667
3862,6107920,102b,12095147
3863,6107920,103a,12095147
3864,6107920,103a,12095147
3865,6107920,103a,12095147
3866,6107920,103a,12095147
3867,7272382,102e,11818767
3868,7272382,103a,11629652
3869,7272382,103a,11629652
3870,6678740,102,11299241
3871,6678740,103a,13436332
3872,6049821,102,11347448
3873,6049821,103a,11554115
3874,6049821,103a,11119209
3875,6049821,102,11347448
3876,6049821,102e,12194479
3877,6927728,103a,12096778
3878,5861777,112,12360727
3879,7272190,103a,13008523
3880,7272190,103a,13008523
3881,7272190,103a,11155204
3882,7272190,103,11155204
3883,7272190,103a,11155204
3884,7272190,103a,11155204
3885,7272190,103a,11155204
3886,7272190,103a,11155204
3887,7272190,103a,13008523
3888,6377810,103a,11472613
3889,6377810,119,11683343
3890,6377810,103a,11683343
3891,6377810,103a,11683343
3892,6377810,103a,12558937
3893,6377810,119,11683343
3894,6377810,103a,11683343
3895,6377810,103a,13339295
3896,7084737,103a,11869119
3897,7133672,119,13243700
3898,5988577,103a,13047941
3899,8155683,119,13423406
3900,8155683,112b,14166037
3901,6218973,103,11959740
3902,6218973,103a,13045657
3903,6218973,103a,13045657
3904,7007064,103a,11589354
3905,7007064,103a,11589354
3906,5905407,103a,13143417
3907,7287097,103a,11235769
3908,7287097,103a,11235768
3909,7287097,103a,12142023
3910,7287097,103a,11235769
3911,7287097,103a,11235768
3912,8054894,103a,12735166
3913,8054894,103a,12161341
3914,8054894,103a,12735166
3915,7738639,103a,12375563
3916,7738639,103a,12801318
3917,7660986,103a,11316957
3918,7660986,103a,12184062
3919,5745116,103a,12813151
3920,5745116,103a,12042067
3921,5745116,103a,12123196
3922,5745116,102b,12653265
3923,5745116,103a,12796476
3924,5745116,103a,12796476
3925,5745116,103a,12796476
3926,7283806,103a,12162730
3927,6463534,103,11659946
3928,6463534,103a,11791199
3929,6463534,103a,11734704
3930,6463534,103a,10686954
3931,6463534,103,10534067
3932,6463534,103,10534067
3933,7343171,102e,11620776
3934,6731684,103a,11881659
3935,6731684,103,10840510
3936,6731684,103,10840510
3937,7443316,103a,12687941
3938,7443316,103a,12729130
3939,7443316,102,12727217
3940,7239650,103a,10486243
3941,7239650,102e,13442150
3942,6092041,102b,12055223
3943,6268077,103a,11755608
3944,6268077,103a,11668196
3945,6268077,103a,11668196
3946,6298135,103a,11647002
3947,6298135,103a,11647002
3948,6298135,102,11852644
3949,6298135,103a,11852644
3950,7428229,103a,13122854
3951,5974325,102e,11558201
3952,5974325,103a,11558189
3953,5974325,103a,11558189
3954,5974325,103a,11558189
3955,5974325,103a,11558189
3956,6043707,102b,13234285
3957,6043707,103a,13582237
3958,6134446,103a,12745914
3959,6134446,103a,12745914
3960,6134446,103a,12745914
3961,6615267,112,10354403
3962,6615267,103a,12855043
3963,6615267,103u,13025839
3964,6615267,103a,13025839
3965,6615267,103a,12855043
3966,8031583,103a,13123988
3967,6845235,103a,12244196
3968,7581181,103a,11470583
3969,7581181,103a,11470583
3970,7581181,103a,11470583
3971,7581181,103a,11470583
3972,7529263,102b,12498248
3973,6556817,103a,12420976
3974,5940447,103a,12338976
3975,5940447,103a,12338976
3976,6661409,103a,12042296
3977,6661409,103a,13122398
3978,6094566,103a,12449394
3979,7633389,103a,12475255
3980,6901259,103a,12875779
3981,6275500,103a,10480327
3982,6275500,103a,10863650
3983,6275500,103a,10480327
3984,6275500,103a,10480327
3985,6275500,103a,10480327
3986,6999759,103a,11875925
3987,6999759,103a,11875925
3988,7469149,103a,13244883
3989,7469149,103a,12822970
3990,5793795,119,13460677
3991,8121552,103a,13216819
3992,8121552,103a,13216819
3993,7499719,103a,12943327
3994,6374092,103a,13246121
3995,5974032,102e,10552646
3996,6011959,103a,12493819
3997,6011959,103a,12493819
3998,7089577,102,11870642
3999,6176401,103a,12726312
4000,6176401,103,12726312
4001,6176401,103a,12726312
4002,6176401,103a,12588212
4003,6176401,103a,12726312
4004,6176401,103,12726312
4005,6176401,103a,12726312
4006,6176401,103a,12726312
4007,6529488,103a,12548502
4008,6879584,103a,11562382
4009,7058419,103a,11051354
4010,7058419,102e,12133873
4011,7058419,103a,12133873
4012,7058419,103a,12133873
4013,7058419,103a,12133873
4014,7058419,103a,12133873
4015,6173181,103a,13145897
4016,6411946,103a,11996870
4017,6411946,103a,11996870
4018,6411946,103a,11996870
4019,7395097,102e,12088653
4020,7395097,102e,12088653
4021,7395097,103a,12041644
4022,7395097,103a,12041644
4023,7395097,103a,12041644
4024,7395097,103a,12041644
4025,7395097,103a,12041644
4026,6493388,103a,10488345
4027,6493388,103a,10488345
4028,6493388,103a,10488345
4029,6493388,103a,10488345
4030,6493388,103a,12911655
4031,6493388,119,12911655
4032,6493388,103a,12911655
4033,6493388,102b,12688514
4034,6493388,103a,12688514
4035,6493388,103a,12688514
4036,6493388,103a,10488345
4037,6493388,103a,10488345
4038,6493388,103a,10488345
4039,6657595,103a,12559687
4040,6657595,103a,12820902
4041,6657595,103a,12820902
4042,6657595,103a,13035417
4043,6643707,102e,11424230
4044,7844265,103,12112388
4045,7844265,103a,11786427
4046,7844265,103a,11786427
4047,7298321,103a,12347857
4048,7298321,103a,12814490
4049,7359738,103a,12750556
4050,7214999,102b,13206024
4051,6754475,103a,11733605
4052,6754475,103a,12679954
4053,6754475,103a,12679954
4054,6754475,103a,12935204
4055,6754475,103a,12935204
4056,6754475,103a,12935204
4057,7154468,103a,13316670
4058,7154468,103,13316670
4059,6122270,103a,11160314
4060,6122270,102b,11333814
4061,6122270,103a,11160314
4062,6122270,103a,11160314
4063,7609676,103,12704794
4064,7020165,103a,11720115
4065,7020165,101,12651988
4066,7844229,103a,11962139
4067,7844229,103a,11962139
4068,5903558,103a,12748180
4069,5903558,103a,12748180
4070,6069896,103a,11871553
4071,6069896,103a,11871553
4072,6069896,103a,11871553
4073,6026086,103a,12049682
4074,5724004,103a,12399017
4075,5724004,103a,12399017
4076,6167084,103a,11479077
4077,6167084,101,12855777
4078,6167084,103a,11479077
4079,6167084,103a,11479077
4080,6477160,103a,12850896
