app_number,patent_number,blocked_app,date,blocking_type
"10/651,576",6985138,11940546,2011-05-05,103a
"09/543,277",6490256,11272452,2011-10-06,103a
"09/543,277",6490256,11272452,2011-10-06,103a
"09/543,277",6490256,11272452,2011-10-06,103a
"09/543,277",6490256,11272452,2011-10-06,103a
"09/543,277",6490256,11272452,2011-10-06,103a
"10/368,709",6993296,12382525,2011-12-23,102b
"10/368,709",6993296,12382525,2011-05-26,102b
"11/013,865",7660431,12860560,2012-10-29,103a
"10/518,140",7430174,10593707,2011-03-10,102e
"10/518,140",7430174,10593707,2011-08-16,102e
"09/938,046",6982752,12059733,2011-11-17,103a
"09/938,046",6982752,12059733,2012-02-24,103a
"10/001,495",7206044,13204210,2013-01-10,103a
"09/243,677",6167235,12951974,2012-06-28,103a
"09/243,677",6167235,12951974,2013-01-04,103a
"11/026,785",7676362,12302071,2011-12-06,102e
"11/420,359",7757148,12700508,2012-08-30,101
"11/957,790",7796083,12946813,2011-04-28,103a
"09/903,175",7218666,12161356,2011-07-12,103a
"09/903,175",7218666,12161356,2012-01-31,103a
"10/334,100",7212789,12697986,2011-03-07,102e
"10/334,100",7212789,12302829,2011-05-11,103a
"10/334,100",7212789,12302829,2011-05-11,103a
"10/334,100",7212789,12302829,2011-05-11,103a
"10/334,100",7212789,12302829,2011-05-11,103a
"10/334,100",7212789,12302829,2011-05-11,103a
"10/334,100",7212789,12917149,2011-02-17,103a
"09/185,899",6341222,11766876,2011-01-06,103a
"09/185,899",6341222,11766876,2011-01-06,103a
"09/185,899",6341222,11766876,2011-01-06,103a
"08/758,019",5867140,12020778,2011-06-09,103a
"08/758,019",5867140,12020778,2011-06-09,103a
"08/758,019",5867140,12980823,2013-06-27,103a
"09/812,994",6975621,11256345,2011-08-05,103a
"09/812,994",6975621,11256345,2011-08-05,103a
"09/812,994",6975621,11256345,2011-02-11,103a
"10/403,792",6988064,12042018,2011-06-21,101
"08/848,853",5800937,11517089,2011-01-06,103a
"08/848,853",5800937,11517089,2011-01-06,103a
"08/848,853",5800937,11517089,2011-01-06,103a
"08/848,853",5800937,11517089,2011-01-06,103a
"08/848,853",5800937,11517089,2011-07-21,103a
"08/848,853",5800937,11517089,2011-07-21,103a
"08/848,853",5800937,11517089,2011-07-21,103a
"08/704,042",5892769,12065646,2011-08-10,103a
"08/704,042",5892769,12065646,2011-03-02,103a
"10/431,249",6993342,12090637,2011-11-25,103a
"10/431,249",6993342,12090637,2011-04-19,103a
"08/564,460",5940452,11555656,2011-01-04,103a
"09/902,327",6901603,10174384,2011-04-28,103a
"09/902,327",6901603,10174384,2011-07-08,103a
"09/902,327",6901603,10892533,2012-01-23,103a
"09/902,327",6901603,10892533,2012-08-01,103a
"09/799,436",6344727,12908495,2013-01-17,103a
"10/568,140",7493087,12822026,2012-07-16,103a
"09/867,015",6699611,13206845,2011-09-28,103a
"10/284,745",6758303,11828804,2011-07-20,103a
"10/284,745",6758303,11965077,2011-06-10,102b
"10/284,745",6758303,11828804,2011-03-17,103a
"10/284,745",6758303,12459346,2011-09-19,102
"10/284,745",6758303,12459346,2011-09-19,103a
"08/564,763",6023615,12094865,2011-04-11,102b
"10/179,076",7243134,12847659,2012-09-04,103a
"10/179,076",7243134,12847659,2012-09-04,103a
"10/179,076",7243134,12847659,2012-04-24,103a
"10/179,076",7243134,12847659,2012-04-24,103a
"10/179,076",7243134,12847659,2012-04-24,103a
"10/179,076",7243134,12847659,2012-04-24,103a
"09/896,997",6765882,13045268,2012-12-18,103a
"10/632,660",7315967,11298250,2011-02-17,103a
"10/373,020",7103337,12726323,2011-08-10,102b
"10/696,042",7684813,12178401,2011-04-20,102e
"10/696,042",7684813,12178401,2011-12-27,103a
"10/696,042",7684813,12178401,2012-06-05,103a
"08/923,190",6173005,12121826,2011-06-13,103a
"08/923,190",6173005,12708135,2011-12-14,103a
"08/923,190",6173005,12708135,2011-12-14,102b
"08/923,190",6173005,12121826,2011-01-10,103a
"08/923,190",6173005,11748433,2012-01-03,103a
"11/095,910",7262724,12678128,2012-01-27,103a
"09/078,794",5933330,11849175,2011-07-12,103a
"09/078,794",5933330,11947436,2011-06-09,103a
"08/807,509",5912878,12517749,2011-02-02,103a
"08/807,509",5912878,11154817,2011-03-18,103a
"08/807,509",5912878,11154817,2011-03-18,103a
"08/807,509",5912878,11154817,2011-03-18,103a
"08/807,509",5912878,11154817,2011-10-17,112
"09/273,236",6356708,12501975,2011-12-23,103a
"09/273,236",6356708,12501975,2011-10-07,103a
"09/273,236",6356708,12501975,2012-12-20,103a
"09/273,236",6356708,12501975,2012-05-23,103a
"08/900,588",6117585,12929998,2011-03-29,103
"08/900,588",6117585,12929998,2011-11-22,103
"09/235,952",6321197,12400488,2012-07-20,103a
"10/955,395",7102577,12009049,2012-03-28,103
"09/152,645",6426983,12601958,2011-11-30,102b
"09/152,645",6426983,12601958,2011-11-30,103a
"09/152,645",6426983,12601958,2011-11-30,103a
"09/152,645",6426983,12650410,2011-09-30,103a
"09/152,645",6426983,12473899,2012-06-28,119
"09/152,645",6426983,12473899,2012-06-28,103
"09/152,645",6426983,12473899,2012-06-28,103a
"09/152,645",6426983,13551440,2012-11-08,103a
"09/152,645",6426983,13551440,2012-11-08,103a
"09/152,645",6426983,12473899,2012-02-06,119
"09/152,645",6426983,12473899,2012-02-06,103a
"09/152,645",6426983,13551442,2012-11-26,103a
"09/152,645",6426983,13551442,2012-11-26,103a
"09/152,645",6426983,11971017,2012-02-17,103a
"09/152,645",6426983,11971017,2012-02-17,103a
"09/152,645",6426983,13551440,2013-04-08,103a
"09/152,645",6426983,13551440,2013-04-08,103a
"09/152,645",6426983,13551440,2013-04-08,103a
"09/152,645",6426983,13551442,2013-04-09,103a
"09/152,645",6426983,13551442,2013-04-09,103a
"09/152,645",6426983,13551442,2013-04-09,103a
"09/152,645",6426983,13551442,2013-04-09,103a
"09/152,645",6426983,13551442,2013-04-09,103a
"09/152,645",6426983,12473899,2013-04-24,103a
"09/152,645",6426983,12473899,2013-04-24,103a
"10/042,897",6799038,12940988,2011-04-20,103a
"10/042,897",6799038,13214993,2011-11-01,103
"10/042,897",6799038,13203731,2012-05-11,102e
"08/561,010",5966120,11618245,2011-04-28,103a
"08/561,010",5966120,11618245,2011-04-28,103a
"08/561,010",5966120,11618245,2011-04-28,103a
"08/561,010",5966120,11618245,2011-04-28,103a
"08/561,010",5966120,11618245,2011-04-28,103a
"08/561,010",5966120,11618245,2011-04-28,103a
"08/561,010",5966120,11618245,2011-04-28,103a
"08/561,010",5966120,12221975,2011-10-11,103a
"08/561,010",5966120,12221975,2011-10-11,103
"08/561,010",5966120,12221975,2011-10-11,103a
"08/561,010",5966120,12221975,2011-10-11,103a
"08/561,010",5966120,12221975,2011-10-11,103a
"08/561,010",5966120,12221975,2011-10-11,103
"08/561,010",5966120,12221975,2011-10-11,103a
"08/561,010",5966120,12221975,2012-04-05,103a
"08/561,010",5966120,12221975,2012-04-05,103a
"08/561,010",5966120,12221975,2012-04-05,103a
"08/561,010",5966120,12221975,2012-04-05,103a
"08/561,010",5966120,12221975,2012-04-05,103a
"08/561,010",5966120,12221975,2012-04-05,103a
"08/561,010",5966120,12221975,2012-04-05,103a
"08/561,010",5966120,12221975,2012-04-05,103a
"08/561,010",5966120,12221975,2012-04-05,103a
"08/561,010",5966120,12221975,2012-04-05,103a
"08/827,014",6137802,10529620,2011-03-16,103a
"08/827,014",6137802,12346180,2011-08-19,119a
"08/827,014",6137802,12346180,2011-08-19,103a
"11/427,520",7778652,12186589,2011-03-08,103a
"11/427,520",7778652,12186575,2011-03-03,103a
"09/088,526",6072250,13008405,2012-11-09,103a
"09/088,526",6072250,12801556,2012-08-22,103a
"09/088,526",6072250,12801556,2012-08-22,103a
"09/088,526",6072250,13014453,2012-11-29,103a
"09/629,033",6466938,12724206,2012-11-26,102
"09/629,033",6466938,12724206,2012-11-26,103a
"09/629,033",6466938,12724206,2012-11-26,103a
"09/629,033",6466938,12724206,2012-06-21,102
"09/629,033",6466938,12724206,2012-06-21,103a
"09/629,033",6466938,12724206,2012-06-21,103a
"09/629,033",6466938,12724206,2012-09-14,102b
"09/629,033",6466938,12724206,2012-09-14,103a
"09/629,033",6466938,12724206,2012-09-14,103a
"10/806,581",7176980,11676150,2011-11-03,103a
"10/806,581",7176980,11676150,2011-03-24,103a
"10/806,581",7176980,12452589,2011-12-16,103a
"09/038,918",6177881,13027086,2012-10-10,103a
"09/087,165",6137994,11946197,2011-04-05,103a
"09/087,165",6137994,11946197,2011-08-29,103a
"09/111,941",6480096,11865308,2011-10-21,103a
"09/111,941",6480096,11865308,2011-06-07,103a
"09/111,941",6480096,11819832,2011-08-18,103a
"09/111,941",6480096,11865308,2011-02-18,102b
"09/111,941",6480096,11819832,2011-03-07,103a
"09/111,941",6480096,11865308,2012-03-12,103a
"11/468,974",7542422,12189389,2011-09-16,103a
"11/468,974",7542422,12189389,2011-09-16,103a
"11/468,974",7542422,12600084,2012-08-27,103a
"10/255,340",6782251,12348287,2011-03-09,102
"10/255,340",6782251,12348287,2011-03-09,103
"10/255,340",6782251,12060865,2011-12-16,103a
"10/255,340",6782251,12060865,2011-12-16,103a
"10/255,340",6782251,12060867,2012-05-03,103a
"09/578,433",6584301,11871448,2011-06-07,103a
"09/578,433",6584301,12720401,2012-05-10,103a
"09/545,125",6768908,11486650,2011-11-25,103a
"09/932,850",7020394,12699927,2012-07-06,103
"09/932,850",7020394,12699927,2012-07-06,103
"09/932,850",7020394,12699927,2012-07-06,103
"09/932,850",7020394,12699927,2012-01-06,103
"09/932,850",7020394,12699927,2012-01-06,103
"09/932,850",7020394,12699927,2012-01-06,103
"09/599,355",7181223,12948267,2012-12-31,103a
"09/599,355",7181223,12164121,2012-03-26,103a
"08/616,797",5778030,12477587,2011-07-07,103a
"11/387,750",7839927,12912961,2011-02-04,119a
"09/087,889",6106969,11296495,2012-10-11,103a
"09/087,889",6106969,11296495,2012-10-11,103a
"09/087,889",6106969,11296495,2012-10-11,103a
"09/087,889",6106969,11296495,2012-10-11,103a
"09/087,889",6106969,11296495,2012-10-11,103a
"09/087,889",6106969,11296495,2012-06-20,103a
"08/707,543",5828295,13373179,2013-05-13,103a
"12/344,760",8030914,12853715,2013-02-13,103a
"08/728,731",5855003,11929301,2011-01-10,103a
"09/591,682",7089344,11962658,2011-10-20,103a
"12/032,258",8015005,12817233,2013-02-15,103a
"12/032,258",8015005,12817233,2013-02-15,103a
"10/411,063",7231516,11931546,2011-06-17,103a
"10/411,063",7231516,11691730,2011-07-28,103a
"10/411,063",7231516,11691730,2011-07-28,103a
"10/411,063",7231516,11931546,2011-12-16,103a
"10/411,063",7231516,11150416,2011-11-16,103
"10/411,063",7231516,11496459,2012-05-11,103a
"11/616,111",7996019,13028020,2012-08-24,102e
"11/756,034",7944981,13031744,2011-09-15,119
"11/756,034",7944981,13031744,2011-06-23,101
"11/756,034",7944981,13031744,2013-01-30,119a
"12/726,747",8017864,13326621,2014-04-21,103a
"11/682,947",7873010,12745803,2012-08-23,103a
"09/590,594",7054386,11739189,2011-01-12,103a
"09/590,594",7054386,11739189,2011-01-12,103a
"09/590,594",7054386,11739189,2011-01-12,103a
"09/590,594",7054386,11739189,2011-01-12,103a
"09/590,594",7054386,11739189,2011-01-12,103a
"09/590,594",7054386,12096119,2011-04-01,103a
"08/949,111",6061449,11785281,2011-09-13,103a
"08/949,111",6061449,12262092,2011-04-25,103a
"08/949,111",6061449,11785281,2011-03-14,103a
"08/949,111",6061449,12262092,2011-10-17,103a
"08/949,111",6061449,11785281,2011-12-27,103a
"08/949,111",6061449,12837271,2012-05-02,103a
"08/949,111",6061449,13053075,2012-10-12,103a
"08/949,111",6061449,12837271,2012-12-06,103a
"08/949,111",6061449,13237317,2012-11-21,103a
"08/949,111",6061449,12262092,2012-05-22,103a
"08/949,111",6061449,12262092,2012-09-21,103a
"08/949,111",6061449,12262092,2013-02-28,103a
"08/949,111",6061449,12262092,2013-06-10,103a
"09/503,021",6304581,11562120,2013-10-16,119a
"09/503,021",6304581,11562120,2013-10-16,102e
"09/503,021",6304581,11562120,2014-02-21,102e
"10/945,692",7242722,12746750,2012-08-14,102b
"09/671,941",6996547,11633453,2011-01-11,103a
"08/706,751",5945948,12482877,2011-05-12,103a
"08/706,751",5945948,11559999,2011-05-11,119a
"08/706,751",5945948,11559999,2011-05-11,103a
"08/706,751",5945948,12851500,2012-08-14,102b
"08/706,751",5945948,12851500,2012-08-14,103a
"08/706,751",5945948,12851500,2012-08-14,103a
"08/706,751",5945948,12851500,2012-08-14,103a
"08/940,300",5872777,12208028,2011-08-25,103a
"08/940,300",5872777,12208028,2011-08-25,103a
"08/940,300",5872777,12208028,2011-02-15,102b
"08/940,300",5872777,12208028,2011-02-15,103a
"08/940,300",5872777,12526332,2011-04-01,102b
"08/940,300",5872777,12526332,2011-04-01,103a
"08/940,300",5872777,12208028,2011-12-16,103a
"08/940,300",5872777,12208028,2011-12-16,103a
"08/940,300",5872777,12392765,2011-03-02,103a
"08/940,300",5872777,12208028,2012-05-23,103a
"08/940,300",5872777,12208028,2012-05-23,103a
"08/940,300",5872777,12208028,2012-10-02,103a
"08/940,300",5872777,12208028,2012-10-02,103a
"08/940,300",5872777,12208028,2013-09-23,103a
"08/940,300",5872777,12208028,2013-09-23,103a
"08/940,300",5872777,12208028,2013-02-08,103a
"08/940,300",5872777,12208028,2013-02-08,103a
"08/940,300",5872777,12208028,2013-05-09,103a
"08/940,300",5872777,12208028,2013-05-09,103a
"08/940,300",5872777,12208028,2014-07-31,103a
"08/940,300",5872777,12208028,2014-07-31,103a
"08/940,300",5872777,12208028,2014-07-31,103a
"08/940,300",5872777,12208028,2014-05-07,103a
"08/940,300",5872777,12208028,2014-05-07,103a
"08/940,300",5872777,12208028,2014-05-07,103a
"08/664,747",5692019,11960475,2011-02-22,103
"08/986,137",6157726,11831711,2011-05-26,102b
"09/697,587",6856628,13302855,2013-02-13,102b
"09/524,309",6661853,12818078,2011-02-07,103a
"09/685,447",6771657,13043234,2011-06-27,103c
"09/685,447",6771657,11169680,2011-02-10,103a
"09/685,447",6771657,11933483,2011-05-03,103a
"09/685,447",6771657,11933483,2011-05-03,103a
"09/685,447",6771657,11933483,2011-10-21,103a
"09/685,447",6771657,11169680,2011-07-18,103a
"09/685,447",6771657,11777014,2012-08-01,103a
"09/685,447",6771657,13023817,2013-02-26,103a
"09/685,447",6771657,13023817,2013-02-26,103a
"09/685,447",6771657,13023817,2013-02-26,103a
"09/602,977",6505049,12196609,2011-06-30,103a
"09/546,337",6406808,12732906,2012-11-02,103a
"09/546,337",6406808,12732906,2012-04-12,103a
"09/586,064",6898285,12357976,2011-11-10,102e
"09/586,064",6898285,12530306,2011-03-29,103a
"09/586,064",6898285,13235872,2012-07-03,103a
"09/643,121",6597890,12396240,2011-11-02,103a
"09/643,121",6597890,12396240,2011-05-25,103a
"09/643,121",6597890,12396259,2011-04-27,103a
"09/643,121",6597890,12396259,2011-10-21,103a
"09/643,121",6597890,12396258,2011-06-08,103a
"09/643,121",6597890,12396258,2011-11-04,103a
"09/643,121",6597890,12396258,2012-02-16,103a
"09/643,121",6597890,12396259,2012-02-16,103a
"08/818,114",5905803,11650922,2011-11-02,103a
"08/818,114",5905803,11650922,2011-01-19,103a
"11/026,727",7139586,12841285,2011-12-05,103a
"10/610,746",7447735,12263819,2012-02-16,112
"10/610,746",7447735,12263819,2012-02-16,112
"11/351,304",7706249,12671198,2011-01-12,103a
"09/086,509",6188979,12809028,2012-11-13,119
"09/086,509",6188979,12809028,2012-11-13,103a
"09/086,509",6188979,12809028,2012-11-13,103a
"09/086,509",6188979,12809028,2012-11-13,103a
"09/765,857",7076000,12629282,2011-01-05,103a
"10/062,784",6687486,10946682,2011-04-13,103a
"10/062,784",6687486,12206910,2012-06-26,103a
"09/909,107",6483913,11951302,2011-03-16,103a
"09/909,107",6483913,11951302,2012-01-06,103a
"11/465,011",7257280,12495772,2011-05-26,103a
"10/895,695",7443657,12849447,2012-05-24,102b
"10/895,695",7443657,12851826,2012-07-05,102b
"09/599,293",6401242,12499198,2011-06-13,103
"09/599,293",6401242,12499198,2011-06-13,103c
"09/599,293",6401242,12499198,2011-06-13,103b
"09/599,293",6401242,12499198,2011-06-13,103a
"09/599,293",6401242,12499198,2011-12-06,103a
"09/599,293",6401242,12499198,2011-01-04,103a
"10/937,909",7616654,12471852,2011-05-02,103a
"10/937,909",7616654,12471852,2011-05-02,103a
"10/680,690",7305251,13332847,2012-05-29,103a
"08/948,713",6456852,12929790,2012-02-15,103a
"10/268,230",6836212,11192593,2011-10-04,103a
"10/268,230",6836212,11192593,2011-10-04,103a
"10/268,230",6836212,11192593,2011-04-14,103a
"10/268,230",6836212,12170024,2011-01-21,103a
"09/617,067",7430459,10071442,2011-02-09,103a
"10/334,260",6931477,12069581,2011-06-07,103a
"08/696,082",5893024,11770856,2011-08-15,103a
"08/696,082",5893024,11762397,2011-02-17,103a
"09/930,357",6583716,12055007,2011-02-07,103a
"09/930,357",6583716,12055007,2011-07-21,103a
"11/025,508",7683965,12387869,2011-09-08,103a
"10/972,737",7269504,13031234,2012-09-12,103a
"10/972,737",7269504,13031234,2013-01-29,103a
"08/763,267",6256008,12698795,2012-08-02,103a
"09/639,433",6360097,11457955,2011-03-18,103a
"09/639,433",6360097,11457955,2011-07-25,103a
"10/695,124",7643564,11963888,2011-07-11,103a
"10/695,124",7643564,11963888,2011-07-11,103a
"10/695,124",7643564,11963888,2012-02-02,103a
"10/695,124",7643564,11963888,2012-02-02,103a
"10/426,482",6774737,13100963,2012-06-07,103a
"08/694,552",5935220,11089889,2011-08-17,103a
"08/694,552",5935220,11089889,2011-01-20,103a
"08/694,552",5935220,11089889,2011-01-20,103a
"08/694,552",5935220,11089889,2011-01-20,103a
"08/792,557",5771229,12703818,2012-11-09,103a
"09/217,158",6148208,12550252,2011-10-26,103a
"09/217,158",6148208,12550252,2012-12-13,103a
"09/217,158",6148208,12550252,2012-03-15,103a
"09/217,158",6148208,12550252,2013-04-12,103a
"11/042,693",7068230,12463603,2011-06-14,102b
"08/794,708",5903844,12194214,2011-06-09,103a
"08/794,708",5903844,11317741,2013-08-05,103a
"09/489,320",6373433,11320684,2011-09-15,103a
"09/489,320",6373433,11320684,2011-02-23,103a
"09/556,385",6526275,13235519,2011-12-01,103a
"09/556,385",6526275,13235519,2011-12-01,103
"09/556,385",6526275,13235502,2011-12-07,103
"09/556,385",6526275,11274905,2011-10-19,103
"09/556,385",6526275,12485787,2011-11-18,102b
"09/556,385",6526275,13235508,2011-11-23,103a
"09/556,385",6526275,13235508,2011-11-23,103a
"09/556,385",6526275,11274905,2011-03-08,103a
"09/556,385",6526275,13235504,2011-11-23,103
"09/556,385",6526275,13235504,2011-11-23,103a
"09/556,385",6526275,13235513,2012-08-15,103
"09/556,385",6526275,13235502,2012-06-06,103
"09/556,385",6526275,13235511,2012-07-31,103
"09/556,385",6526275,13235509,2012-02-07,103a
"09/556,385",6526275,12827835,2012-11-27,103a
"09/556,385",6526275,13235517,2012-08-24,103
"09/556,385",6526275,13235509,2012-07-23,103a
"09/556,385",6526275,13235511,2012-03-14,103a
"09/556,385",6526275,13235519,2012-06-06,119
"09/556,385",6526275,11274905,2012-07-18,103a
"09/556,385",6526275,13235507,2012-02-14,103
"09/556,385",6526275,13235507,2012-02-14,103
"09/556,385",6526275,13235507,2012-07-19,103a
"09/556,385",6526275,13235507,2012-07-19,103
"09/556,385",6526275,13235504,2012-06-06,103
"09/556,385",6526275,13235516,2012-04-12,103
"09/556,385",6526275,13235516,2012-04-12,103a
"09/556,385",6526275,13235518,2012-08-15,103
"09/556,385",6526275,13235514,2012-09-13,103
"09/556,385",6526275,13235514,2012-09-13,103a
"09/556,385",6526275,13235514,2012-04-25,103
"09/556,385",6526275,13235513,2012-03-28,103
"09/556,385",6526275,13235512,2012-03-14,103
"09/556,385",6526275,13235512,2012-03-14,103
"09/556,385",6526275,13235518,2012-03-28,103
"09/556,385",6526275,13235518,2012-03-28,103a
"09/556,385",6526275,13235503,2012-08-15,103a
"09/556,385",6526275,13235503,2012-08-15,103
"09/556,385",6526275,13235508,2012-06-06,103
"09/556,385",6526275,13235508,2012-06-06,103a
"09/556,385",6526275,13235512,2012-07-30,103a
"09/556,385",6526275,13235512,2012-07-30,103
"09/556,385",6526275,13235516,2012-08-27,103
"09/556,385",6526275,13235516,2012-08-27,103a
"09/556,385",6526275,13235517,2012-04-12,103a
"09/556,385",6526275,13235517,2012-04-12,103a
"09/556,385",6526275,13235503,2012-03-28,103a
"09/556,385",6526275,13235503,2012-03-28,103a
"10/016,699",7148878,12852675,2013-02-05,103a
"08/769,562",5987012,11694213,2012-07-19,103a
