app_number,patent_number,blocked_app,blocking_type,patent_pub_year,blocking_month
"08/772,665",5854785,11619550,103a,1998,2
"08/772,665",5854785,11619550,103a,1998,8
"08/772,665",5854785,11565597,103a,1998,2
"08/950,990",6011699,13002008,102,2000,5
"08/950,990",6011699,12470400,103a,2000,11
"08/950,990",6011699,12142079,102b,2000,7
"08/950,990",6011699,12142079,103a,2000,7
"08/950,990",6011699,12470400,103a,2000,6
"08/950,990",6011699,12049854,103a,2000,4
"08/950,990",6011699,10841957,103a,2000,8
"09/131,628",5991285,10594053,103a,1999,9
"09/131,628",5991285,10594053,103a,1999,9
"09/131,628",5991285,10594053,103a,1999,9
"09/131,628",5991285,10594053,103a,1999,14
"09/131,628",5991285,10594053,103a,1999,14
"12/366,527",8767632,12903593,103a,2014,43
"11/027,098",7477690,12087349,103a,2009,12
"11/027,098",7477690,12087349,103a,2009,6
"11/027,098",7477690,12087349,103a,2009,21
"10/124,466",6643503,12594927,103a,2003,16
"09/762,836",6760589,10756163,103a,2004,5
"08/123,597",5901357,13000146,102b,1999,23
"09/106,339",6080501,11547583,102e,2000,4
"09/766,230",6940820,11786162,103a,2005,1
"08/711,701",5928330,11931196,103a,1999,9
"08/711,701",5928330,11931196,103a,1999,4
"08/711,701",5928330,12346844,103,1999,9
"08/711,701",5928330,12083380,103a,1999,13
"08/711,701",5928330,13100693,103a,1999,21
"08/711,701",5928330,13100639,103a,1999,22
"08/711,701",5928330,12199814,102,1999,14
"09/370,057",6236960,12196414,103a,2001,10
"09/370,057",6236960,12692245,103a,2001,15
"09/370,057",6236960,12196414,103a,2001,18
"08/816,649",6014552,12813607,102b,2000,22
"08/816,649",6014552,12813607,103a,2000,22
"08/816,649",6014552,12813607,103a,2000,22
"10/631,123",7085256,11864432,103a,2006,6
"09/669,192",6810323,12560267,103a,2004,3
"09/669,192",6810323,12704301,103,2004,11
"09/999,839",6509659,11846540,103a,2003,7
"09/999,839",6509659,11846540,103a,2003,7
"09/999,839",6509659,11846540,103a,2003,12
"09/999,839",6509659,11846540,103a,2003,12
"09/650,118",6907237,12087060,103,2005,8
"09/650,118",6907237,12087060,103,2005,2
"09/650,118",6907237,12087060,103,2005,19
"09/929,750",6649852,12711923,103a,2003,11
"09/929,750",6649852,12711923,103a,2003,19
"08/675,318",5857155,11470886,103a,1999,8
"08/675,318",5857155,11470886,103a,1999,8
"08/675,318",5857155,11470886,103a,1999,2
"08/675,318",5857155,11470886,103a,1999,18
"08/675,318",5857155,13055812,102b,1999,22
"08/675,318",5857155,13055812,103a,1999,22
"08/675,318",5857155,13055812,119,1999,27
"08/675,318",5857155,13055812,102b,1999,27
"08/675,318",5857155,13055812,103a,1999,27
"08/675,318",5857155,13055811,102b,1999,27
"10/279,567",7751826,12484135,103a,2010,10
"10/279,567",7751826,13441014,103a,2010,29
"11/610,806",7634565,12040665,103a,2009,2
"11/610,806",7634565,12040665,103a,2009,2
"08/213,839",6216086,12020118,103a,2001,3
"08/213,839",6216086,11428181,103a,2001,6
"08/213,839",6216086,11428181,103a,2001,6
"08/213,839",6216086,12733083,103a,2001,26
"08/762,865",6018764,11378895,119,2000,11
"08/762,865",6018764,11378895,103a,2000,11
"08/762,865",6018764,11378895,101,2000,4
"08/587,073",5745695,12845646,103a,1998,23
"10/614,838",6980818,11836505,103a,2005,4
"10/395,782",7016319,12401568,102e,2006,10
"09/253,786",6317411,12720963,103a,2001,12
"09/253,786",6317411,12720963,103a,2001,12
"09/253,786",6317411,13123673,103a,2001,26
"09/253,786",6317411,13123673,103a,2001,26
"09/253,786",6317411,12605837,103a,2001,30
"09/898,172",7080397,11444554,103a,2006,2
"10/355,909",7062261,12479555,103,2006,10
"10/355,909",7062261,12479555,103,2006,1
"10/355,909",7062261,12479555,103,2006,5
"09/665,096",6374177,12098514,103a,2002,11
"09/665,096",6374177,12098514,103a,2002,11
"09/665,096",6374177,12098514,103a,2002,11
"09/665,096",6374177,12098514,103a,2002,11
"09/665,096",6374177,12098514,103a,2002,11
"09/665,096",6374177,12368277,102e,2002,3
"09/079,067",6321070,13006163,102b,2001,16
"09/079,067",6321070,13006163,103a,2001,16
"09/079,067",6321070,12698957,103a,2001,17
"08/992,419",5923214,12396171,102b,1999,11
"08/992,419",5923214,11272017,103a,1999,12
"08/992,419",5923214,11272017,103a,1999,2
"08/992,419",5923214,11272017,103a,1999,6
"08/992,419",5923214,11272017,103a,1999,17
"10/109,928",7243163,10929029,103a,2007,3
"10/109,928",7243163,12628901,103a,2007,4
"10/109,928",7243163,11559567,103a,2007,3
"10/109,928",7243163,12395426,103a,2007,11
"10/109,928",7243163,12395426,103a,2007,11
"10/109,928",7243163,12400166,103,2007,6
"10/109,928",7243163,11368145,102e,2007,14
"10/109,928",7243163,11368145,103a,2007,14
"10/109,928",7243163,11368145,103a,2007,27
"11/272,282",7583973,12478654,103a,2009,8
"11/272,282",7583973,12478654,103,2009,12
"10/626,242",6972382,11443763,103a,2005,1
"09/213,566",6334063,12470808,102b,2001,5
"09/213,566",6334063,12470808,103a,2001,5
"08/883,972",6114968,11170392,103a,2000,5
"09/032,159",6112244,13115044,103a,2000,8
"09/032,159",6112244,13115044,103a,2000,8
"09/032,159",6112244,13115044,103a,2000,13
"09/928,609",6915312,12038189,102h,2005,10
"09/928,609",6915312,12038189,103a,2005,10
"09/928,609",6915312,12038189,103a,2005,10
"09/928,609",6915312,12038189,103a,2005,10
"09/928,609",6915312,12038189,103a,2005,10
"09/227,793",6487721,11820286,103a,2002,5
"09/227,793",6487721,11820286,103a,2002,5
"09/227,793",6487721,11820286,103a,2002,5
"09/227,793",6487721,11820286,103a,2002,5
"09/227,793",6487721,11820286,103a,2002,5
"09/227,793",6487721,11820286,103a,2002,5
"09/227,793",6487721,11820286,103a,2002,5
"09/227,793",6487721,11820286,103a,2002,5
"09/227,793",6487721,11820286,103a,2002,5
"09/227,793",6487721,11460543,103a,2002,9
"09/227,793",6487721,11985143,103a,2002,3
"09/227,793",6487721,12024044,103a,2002,1
"09/227,793",6487721,12024044,103a,2002,1
"09/227,793",6487721,12024044,103a,2002,1
"09/227,793",6487721,12024044,103a,2002,2
"09/227,793",6487721,12024044,103a,2002,2
"09/227,793",6487721,12024044,103a,2002,2
"09/227,793",6487721,11460543,103a,2002,2
"09/227,793",6487721,10759620,103a,2002,6
"08/966,277",6043838,11988032,102b,2000,12
"08/966,277",6043838,12031295,103a,2000,5
"08/966,277",6043838,11493434,103a,2000,9
"08/966,277",6043838,11493434,103a,2000,5
"08/966,277",6043838,11493434,103a,2000,23
"08/966,277",6043838,13302518,102e,2000,22
"08/966,277",6043838,12700186,102b,2000,21
"08/966,277",6043838,12700186,103a,2000,21
"08/966,277",6043838,11493434,103a,2000,18
"08/966,277",6043838,10590135,103a,2000,37
"09/502,066",6529728,12465414,103a,2003,6
"12/142,811",8224390,12949086,103a,2012,22
"10/175,974",7688764,11517883,103a,2010,7
"10/175,974",7688764,11988362,103a,2010,8
"10/175,974",7688764,11093323,103a,2010,2
"10/175,974",7688764,11988362,103a,2010,22
"10/175,974",7688764,11988362,103a,2010,15
"08/399,689",6012634,11448117,103a,2000,2
"08/399,689",6012634,11448117,103a,2000,2
"08/399,689",6012634,11448117,103,2000,2
"09/143,714",6108314,11778727,103a,2000,10
"09/143,714",6108314,11778727,103a,2000,2
"12/408,092",7657272,13010538,103a,2010,23
"08/811,064",6002948,11761468,102b,1999,7
"08/811,064",6002948,11761468,103a,1999,7
"09/705,982",6775536,11967938,103a,2004,3
"10/449,263",7023814,12133755,103a,2006,10
"09/886,640",6526031,12403196,103a,2003,21
"08/856,958",5959546,11690555,103a,1999,3
"08/856,958",5959546,11690555,103a,1999,3
"08/856,958",5959546,11690555,103a,1999,9
"08/856,958",5959546,11690555,103a,1999,15
"08/856,958",5959546,12475942,103a,1999,20
"08/856,958",5959546,12475942,103a,1999,20
"08/856,958",5959546,12475942,103a,1999,14
"08/856,958",5959546,12475942,103a,1999,14
"09/872,783",7068719,11799101,103a,2006,3
"09/872,783",7068719,11799101,103a,2006,3
"09/872,783",7068719,11799101,103a,2006,7
"09/872,783",7068719,11799101,103a,2006,15
"09/872,783",7068719,11799101,103a,2006,15
"11/311,518",7640020,12807813,103a,2009,22
"09/444,952",6275693,10565158,103a,2001,4
"09/444,952",6275693,10565158,103a,2001,11
"12/431,305",8208434,12949233,103a,2012,34
"12/431,305",8208434,12949233,103a,2012,39
"10/331,733",6729547,11962598,103a,2004,3
"08/639,013",5963848,12814394,103a,1999,20
"12/123,606",8320878,13075979,103a,2012,31
"09/136,242",6081510,12053725,103a,2000,4
"08/740,635",6219703,10969359,103a,2001,8
"08/740,635",6219703,10969359,103a,2001,8
"08/740,635",6219703,12847812,103a,2001,15
"09/246,996",6167268,11355540,103a,2000,12
"09/246,996",6167268,12040862,102b,2000,1
"09/246,996",6167268,12040862,103a,2000,1
"09/246,996",6167268,12040862,103a,2000,12
"09/246,996",6167268,12040862,103a,2000,12
"09/246,996",6167268,11355540,103a,2000,6
"09/246,996",6167268,11355538,103a,2000,3
"09/246,996",6167268,11355540,102b,2000,1
"09/246,996",6167268,12040862,102b,2000,7
"09/246,996",6167268,12040862,103a,2000,7
"10/952,116",7606303,11777918,101,2009,12
"09/079,013",6134336,11887316,103a,2000,3
"09/079,013",6134336,11855275,103a,2000,14
"08/617,715",6313736,11893720,103a,2001,4
"08/617,715",6313736,11893720,103a,2001,4
"08/617,715",6313736,11893720,103a,2001,4
"08/617,715",6313736,11893720,103a,2001,4
"08/617,715",6313736,11893720,103a,2001,4
"08/557,657",5771353,12194311,103a,1998,4
"08/557,657",5771353,10757609,103a,1998,11
"08/557,657",5771353,10757609,103a,1998,11
"08/557,657",5771353,10757609,103a,1998,11
"08/557,657",5771353,12194311,103a,1998,10
"08/557,657",5771353,10757609,103a,1998,8
"08/557,657",5771353,10757609,103a,1998,8
"08/557,657",5771353,10757609,103a,1998,3
"08/557,657",5771353,10757609,103a,1998,3
"08/557,657",5771353,10757609,103a,1998,3
"90/010,370",5771353,12194311,103a,1998,4
"90/010,370",5771353,10757609,103a,1998,11
"90/010,370",5771353,10757609,103a,1998,11
"90/010,370",5771353,10757609,103a,1998,11
"90/010,370",5771353,12194311,103a,1998,10
"90/010,370",5771353,10757609,103a,1998,8
"90/010,370",5771353,10757609,103a,1998,8
"90/010,370",5771353,10757609,103a,1998,3
"90/010,370",5771353,10757609,103a,1998,3
"90/010,370",5771353,10757609,103a,1998,3
"09/132,447",6377161,10987917,103a,2002,16
"09/070,316",6285786,12477582,103a,2001,12
"09/070,316",6285786,12194780,102b,2001,20
"10/246,337",7831992,11769029,103a,2010,12
"08/677,478",6009336,11620071,119a,1999,1
"08/677,478",6009336,11620071,103a,1999,8
"09/217,775",6169903,13036393,102b,2001,7
"10/255,359",7171204,11871286,103a,2007,10
"10/255,359",7171204,11871286,103a,2007,5
"11/423,513",7600880,12026367,103a,2009,6
"10/437,220",7103319,10893389,103a,2006,3
"10/437,220",7103319,10893389,103a,2006,3
"08/715,887",6134223,11959650,103a,2000,11
"08/715,887",6134223,11959650,103a,2000,11
"08/715,887",6134223,11959650,103,2000,11
"08/715,887",6134223,11959650,103a,2000,11
"08/715,887",6134223,11959650,103a,2000,11
"08/715,887",6134223,11959650,103a,2000,11
"08/715,887",6134223,11959650,103a,2000,17
"08/715,887",6134223,11959650,103a,2000,17
"08/715,887",6134223,11959650,103,2000,17
"08/715,887",6134223,11959650,103a,2000,17
"08/715,887",6134223,11959650,103a,2000,17
"09/746,347",6694060,12165625,103a,2004,16
"09/746,347",6694060,12165625,103a,2004,16
"09/746,347",6694060,12165625,103a,2004,16
"09/746,347",6694060,12165625,103a,2004,16
"09/746,347",6694060,12165625,103a,2004,16
"09/275,658",6434391,12844361,103a,2002,18
"09/275,658",6434391,11719226,103,2002,13
"09/275,658",6434391,13597300,103a,2002,44
"11/208,673",7176838,12941011,112,2007,38
"11/208,673",7176838,12941011,103a,2007,38
"11/208,673",7176838,12941010,112,2007,38
"11/208,673",7176838,12941010,103a,2007,38
"10/349,006",7200363,12495881,102b,2007,12
"10/349,006",7200363,12495881,103a,2007,12
"10/694,464",7471749,12065588,103a,2008,9
"09/277,304",6223291,13413173,103a,2001,17
"09/277,304",6223291,13413173,103a,2001,17
"09/277,304",6223291,13413173,103a,2001,23
"09/277,304",6223291,13413173,103a,2001,23
"09/277,304",6223291,13413173,103a,2001,23
"09/508,183",6807527,12748565,103a,2004,16
"08/962,517",6101175,11739674,103a,2000,1
"08/962,517",6101175,11739674,103a,2000,12
"08/962,517",6101175,11739674,103a,2000,5
"10/135,614",7024207,12187775,103a,2006,10
"10/135,614",7024207,12187775,103a,2006,6
"10/136,084",6661371,13014355,103a,2003,25
"11/683,030",7933238,13357430,101,2011,18
"11/683,030",7933238,13357425,101,2011,20
"09/686,732",6606483,11599393,103a,2003,11
"09/686,732",6606483,12957856,119,2003,13
"09/686,732",6606483,13133792,102b,2003,23
"08/959,882",6005498,12395012,103a,1999,13
"09/870,181",6764788,12907648,112,2004,24
"09/928,140",7061879,11856788,102,2006,1
"09/921,234",6958984,11562979,103a,2005,12
"09/921,234",6958984,13564068,102b,2005,22
"09/902,438",6842484,12906761,119a,2005,6
"09/902,438",6842484,12906761,103a,2005,6
"10/424,017",6819083,12436562,103a,2004,3
"10/424,017",6819083,12330875,103a,2004,3
"09/097,645",6259733,12308907,102b,2001,10
"10/022,269",7180875,12470616,103a,2007,11
"09/535,924",6944137,11965875,119a,2005,1
"09/535,924",6944137,11965875,103a,2005,1
"11/689,492",7796639,12934919,103a,2010,26
"09/017,563",6134121,13270414,103a,2000,25
"08/706,881",5640166,10992173,102a,1997,4
"08/706,881",5640166,10992173,103a,1997,4
"08/706,881",5640166,10992173,103a,1997,10
"11/272,853",7787421,12497172,103a,2010,13
"10/052,127",7149521,12475942,103a,2006,20
"10/052,127",7149521,12475942,103a,2006,20
"10/052,127",7149521,12475942,103a,2006,14
"10/052,127",7149521,12475942,103a,2006,14
"09/752,570",7035270,12360107,103a,2006,4
"08/806,949",6104993,13024135,103,2000,22
"08/806,949",6104993,13024135,103a,2000,16
"09/031,987",6078809,10626048,103a,2000,39
"08/893,131",6072831,11396568,103a,2000,11
"08/893,131",6072831,10989886,103a,2000,2
"08/893,131",6072831,10934118,103a,2000,3
"08/893,131",6072831,12158245,103a,2000,11
"08/893,131",6072831,11396568,103a,2000,15
"09/710,321",6822974,12130305,103a,2004,4
"09/710,321",6822974,12130305,103a,2004,4
"11/762,232",8131286,12715920,103a,2012,17
"10/944,965",7190263,12080524,102b,2007,12
"10/944,965",7190263,12080524,102b,2007,15
"10/944,965",7190263,12603208,103a,2007,20
"09/988,402",7159120,11493952,103a,2007,5
"09/988,402",7159120,12728624,103a,2007,2
"09/988,402",7159120,12728624,102e,2007,2
"09/988,402",7159120,11857383,103a,2007,1
"09/988,402",7159120,12120165,103a,2007,6
"09/988,402",7159120,12120165,103a,2007,3
"09/988,402",7159120,11493952,103a,2007,10
"09/988,402",7159120,11634371,103,2007,3
"11/612,832",7271948,12138977,102e,2007,2
"11/612,832",7271948,12138977,103a,2007,2
"11/612,832",7271948,12138977,103a,2007,2
"11/612,832",7271948,12138977,119,2007,9
"09/338,873",6275536,11381780,103a,2001,1
"09/338,873",6275536,11381780,103a,2001,1
"09/338,873",6275536,11381780,103a,2001,1
"09/338,873",6275536,11256565,102e,2001,14
"08/617,462",5812542,12901616,103a,1998,21
"11/210,324",7199762,13209325,102e,2007,19
"11/210,324",7199762,12936988,103a,2007,28
"08/883,019",6073092,10215048,119a,2000,1
"08/883,019",6073092,10215048,103,2000,1
"09/387,107",6327299,12088414,103a,2001,2
"09/351,490",6459440,12361725,103a,2002,9
"09/351,490",6459440,12349153,103a,2002,8
"11/378,175",7683918,11876972,103a,2010,3
"11/378,175",7683918,11978075,103a,2010,5
"11/378,175",7683918,11978075,103a,2010,5
"11/378,175",7683918,11978075,102e,2010,1
"11/378,175",7683918,11978075,103a,2010,1
"11/378,175",7683918,11924399,102e,2010,2
"11/378,175",7683918,11876972,103a,2010,14
"11/383,506",7230550,13269852,103a,2007,34
"11/590,275",7468573,12502647,102b,2008,12
"10/835,971",7058407,11956168,103a,2006,7
"10/835,971",7058407,13357458,119,2006,22
"10/424,121",7500198,12016892,102b,2009,6
"10/424,121",7500198,10719317,102,2009,1
"10/424,121",7500198,10719317,103a,2009,1
"10/424,121",7500198,11367433,103a,2009,26
"09/454,846",6424623,12699842,101,2002,2
"09/454,846",6424623,12699842,101,2002,8
"09/454,846",6424623,12699846,112,2002,8
"08/680,665",5758264,12721934,103a,1998,9
"09/434,927",6424743,11547066,112,2002,5
"09/434,927",6424743,11740840,103a,2002,12
"09/434,927",6424743,12164037,103a,2002,13
"09/434,927",6424743,12164037,103a,2002,18
"11/127,547",7603120,13460532,102e,2009,21
"08/965,691",5850611,12064553,103a,1998,4
"08/965,691",5850611,12064553,103a,1998,4
"08/965,691",5850611,12064553,103a,1998,10
"08/965,691",5850611,12064553,103a,1998,10
"08/965,691",5850611,12161630,103a,1998,10
"08/965,691",5850611,12161630,103a,1998,10
"09/792,815",7050419,10597482,103a,2006,2
"09/792,815",7050419,11298446,103a,2006,7
"09/792,815",7050419,11298446,103a,2006,2
"09/792,815",7050419,12499450,102e,2006,4
"09/792,815",7050419,11845781,103a,2006,2
"09/792,815",7050419,11954898,103,2006,11
"09/792,815",7050419,13338677,103a,2006,29
"09/053,790",6144276,13342315,103a,2000,20
"08/564,464",6018651,12119160,103a,2000,1
"11/391,112",7684799,12924196,103a,2010,14
"11/391,112",7684799,12924196,103a,2010,19
"11/391,112",7684799,12924196,103a,2010,19
"09/836,728",6734898,11616870,102b,2004,8
"09/836,728",6734898,10469174,103a,2004,7
"09/836,728",6734898,10469174,103a,2004,7
"09/836,728",6734898,11616870,102b,2004,3
"09/836,728",6734898,11620158,103,2004,10
"09/836,728",6734898,11620158,103,2004,10
"09/836,728",6734898,10469174,103a,2004,3
"09/836,728",6734898,10469174,103a,2004,3
"08/978,392",6128735,11027747,103a,2000,2
"08/978,392",6128735,12698894,103a,2000,8
"08/978,392",6128735,11027747,103a,2000,9
"08/978,392",6128735,11737873,103a,2000,9
"08/978,392",6128735,11737873,103a,2000,4
"08/978,392",6128735,12698894,103a,2000,13
"09/738,126",6497975,11831894,103a,2002,7
"09/738,126",6497975,11831894,103a,2002,4
"09/738,126",6497975,12922767,102b,2002,23
"09/008,417",6164531,12393561,103a,2000,5
"09/921,201",7002942,11562979,103a,2006,12
"10/034,572",7136909,11530599,119a,2006,1
"10/034,572",7136909,11530599,103a,2006,1
"10/034,572",7136909,11530599,103a,2006,1
"10/034,572",7136909,12374666,103a,2006,6
"10/034,572",7136909,12374666,103a,2006,6
"10/034,572",7136909,12374666,103a,2006,6
"10/034,572",7136909,11530599,119a,2006,6
"10/034,572",7136909,11530599,103a,2006,6
"09/736,755",6920171,12101054,103a,2005,10
"09/736,755",6920171,12947487,103a,2005,3
"09/736,755",6920171,12088453,103,2005,6
"09/736,755",6920171,12101049,103a,2005,12
"09/736,755",6920171,12101049,103a,2005,12
"09/736,755",6920171,12101054,103a,2005,17
"09/736,755",6920171,12101049,103a,2005,19
"09/736,755",6920171,12101049,103a,2005,19
"09/736,755",6920171,12672955,103a,2005,35
"09/736,755",6920171,12833160,103a,2005,27
"09/736,755",6920171,13101937,103a,2005,31
"09/122,735",6125278,12030050,103a,2000,3
"08/869,543",6125286,12149955,102b,2000,4
"08/869,543",6125286,12149955,103a,2000,4
"08/869,543",6125286,12391932,102b,2000,6
"10/973,531",7136482,10542262,103a,2006,3
"10/973,531",7136482,10542262,103a,2006,3
"10/973,531",7136482,10542262,103a,2006,3
"10/973,531",7136482,13558531,103a,2006,22
"08/816,914",5948066,11658773,103a,1999,1
"08/816,914",5948066,10354403,112,1999,11
"09/706,894",6486874,11580218,103a,2002,9
"09/706,894",6486874,11580218,103a,2002,9
"09/706,894",6486874,11580218,103a,2002,9
"12/538,243",8379655,13263406,103a,2013,27
"10/609,859",6999773,11054771,103a,2006,2
"10/609,859",6999773,11054771,103a,2006,2
"10/609,859",6999773,11054771,103a,2006,2
"10/609,859",6999773,11054771,103a,2006,2
"10/609,859",6999773,11054771,103a,2006,2
"08/766,059",5909444,11955121,102e,1999,1
"09/695,554",6732270,11596574,103a,2004,7
"09/695,554",6732270,11596574,103a,2004,7
"11/321,123",7848739,12309203,103a,2010,39
"11/321,123",7848739,12309203,103a,2010,43
"09/694,247",6421016,12380598,103a,2002,6
"09/046,013",5929776,13214983,103,1999,20
"09/491,194",6704572,13052667,119,2004,11
